,NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_ESC,TP_DEPENDENCIA_ADM_ESC,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
2666297,160001751567,2016,Altos,PI,20.0,F,1,1,,,Altos,420.1,417.9,396.9,402.9,380.0
2673220,160001388269,2016,Altos,PI,17.0,F,3,1,,,Altos,433.7,528.4,505.1,444.5,560.0
2674367,160001942381,2016,Altos,PI,19.0,M,1,1,,,Altos,395.4,563.1,573.5,610.3,520.0
2676858,160001717930,2016,Altos,PI,22.0,F,1,1,,,Altos,,,,,
2677949,160001750074,2016,Altos,PI,21.0,F,1,1,,,Altos,379.2,479.6,409.6,368.3,580.0
2678483,160001647895,2016,Altos,PI,23.0,F,1,1,,,Altos,389.4,498.4,438.5,433.1,400.0
2678521,160001374168,2016,Altos,PI,20.0,M,3,1,,,Altos,,,,,
2680080,160001795702,2016,Altos,PI,21.0,F,1,1,,,Altos,459.9,421.3,486.0,416.9,600.0
2693557,160001855905,2016,Altos,PI,17.0,F,3,1,,,Altos,570.0,601.6,577.9,445.9,880.0
2700279,160001670733,2016,Altos,PI,38.0,F,1,1,,,Altos,,,,,
2706598,160001876234,2016,Altos,PI,17.0,M,1,1,,,Altos,424.9,558.7,529.2,388.0,540.0
2707359,160001869391,2016,Altos,PI,22.0,F,1,1,,,Altos,456.9,568.1,530.0,446.7,440.0
2708266,160001989421,2016,Altos,PI,16.0,F,3,1,,,Altos,416.7,561.4,528.0,491.1,600.0
2710878,160001695616,2016,Altos,PI,16.0,F,3,1,,,Campo Maior,544.0,566.2,513.2,412.4,660.0
2711506,160001699172,2016,Altos,PI,17.0,F,2,3,Teresina,4.0,Altos,550.3,569.1,491.7,647.4,820.0
2718777,160001973399,2016,Altos,PI,20.0,F,1,1,,,Altos,387.9,532.4,523.7,513.3,540.0
2721435,160002004699,2016,Altos,PI,18.0,M,1,1,,,Altos,,,,,
2722326,160001732882,2016,Altos,PI,25.0,F,1,1,,,Altos,,,,,
2722889,160001863340,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,405.1,384.3,452.0,374.6,320.0
2723613,160001790502,2016,Altos,PI,19.0,M,1,1,,,Altos,,,,,
2744850,160001745256,2016,Altos,PI,20.0,M,1,1,,,Altos,508.2,598.2,500.5,543.4,580.0
2745060,160001713586,2016,Altos,PI,17.0,M,2,3,Altos,4.0,Altos,439.4,598.8,563.7,545.1,600.0
2754895,160001971798,2016,Altos,PI,17.0,M,2,3,Teresina,4.0,Altos,618.2,635.0,625.4,683.7,720.0
2758070,160001559908,2016,Altos,PI,16.0,F,3,1,,,Altos,427.1,454.7,488.9,389.9,560.0
2766838,160001735092,2016,Altos,PI,35.0,M,1,1,,,Altos,,,,,
2771569,160002063650,2016,Altos,PI,21.0,M,1,1,,,Altos,530.0,610.6,487.0,357.1,580.0
2774195,160002084854,2016,Altos,PI,36.0,F,1,1,,,Altos,543.2,626.0,584.6,514.4,440.0
2775666,160001707809,2016,Altos,PI,16.0,F,3,1,,,Altos,423.3,514.4,469.0,385.1,420.0
2778780,160002120458,2016,Altos,PI,18.0,F,1,1,,,Altos,475.6,479.6,459.5,388.8,440.0
2780883,160002041001,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,402.5,397.5,441.0,411.9,400.0
2785971,160001996921,2016,Altos,PI,20.0,M,1,1,,,Altos,452.9,450.1,522.8,527.9,520.0
2789366,160002003893,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,438.7,468.7,448.1,498.0,760.0
2791182,160002007386,2016,Altos,PI,19.0,F,1,1,,,Altos,455.8,511.1,588.0,527.3,480.0
2798385,160002050063,2016,Altos,PI,21.0,M,1,1,,,Altos,450.0,402.0,359.1,448.6,520.0
2801541,160002047182,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,534.9,559.7,472.8,475.4,600.0
2801564,160002047189,2016,Altos,PI,15.0,M,3,1,,,Altos,423.8,416.6,487.1,391.5,360.0
2802165,160001958616,2016,Altos,PI,26.0,F,1,1,,,Altos,419.4,528.6,466.1,340.4,440.0
2803086,160002087034,2016,Altos,PI,24.0,M,1,1,,,Altos,,,,,
2814152,160001876589,2016,Altos,PI,21.0,F,1,1,,,Altos,482.0,525.7,496.1,429.4,380.0
2817109,160002184249,2016,Altos,PI,28.0,M,1,1,,,Altos,459.8,641.0,563.1,430.9,680.0
2819815,160001731662,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,388.4,597.9,556.5,410.8,580.0
2826723,160001914867,2016,Altos,PI,21.0,F,1,1,,,Altos,401.4,429.3,523.4,390.7,320.0
2833017,160002237320,2016,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,394.6,410.8,417.8,371.9,400.0
2845584,160002309475,2016,Altos,PI,22.0,M,1,1,,,Altos,,,,,
2849577,160002029571,2016,Altos,PI,24.0,F,1,1,,,Altos,404.1,466.8,409.7,388.1,460.0
2850039,160002367444,2016,Altos,PI,22.0,F,1,1,,,Altos,563.3,585.8,588.3,488.7,560.0
2855017,160002255345,2016,Altos,PI,18.0,F,1,1,,,Altos,572.2,608.8,661.6,627.7,880.0
2870846,160002427276,2016,Altos,PI,27.0,M,1,1,,,Altos,,,,,
2883865,160002652067,2016,Altos,PI,18.0,M,3,1,,,Altos,427.1,550.1,572.4,623.5,520.0
2890657,160003114722,2016,Altos,PI,27.0,F,1,1,,,Altos,409.2,534.4,,,
2894969,160002659642,2016,Altos,PI,29.0,F,1,1,,,Altos,,,,,
2895823,160002992097,2016,Altos,PI,24.0,F,1,1,,,Altos,435.0,469.3,551.5,595.6,420.0
2900065,160002730677,2016,Altos,PI,18.0,M,2,3,Altos,4.0,Altos,424.3,405.6,549.5,392.4,520.0
2901673,160003049302,2016,Altos,PI,20.0,F,1,1,,,Altos,449.8,471.8,533.6,565.7,480.0
2901766,160002656388,2016,Altos,PI,24.0,F,1,1,,,Altos,473.3,477.2,496.3,466.7,480.0
2903192,160002772754,2016,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,499.2,548.3,528.0,593.0,500.0
2904607,160002769545,2016,Altos,PI,28.0,F,1,1,,,Altos,429.7,556.3,536.8,417.3,520.0
2915810,160002755652,2016,Altos,PI,17.0,F,2,3,Teresina,4.0,Altos,518.7,604.9,569.7,674.8,640.0
2915967,160003142705,2016,Altos,PI,22.0,F,3,1,,,Altos,428.5,418.0,454.0,468.8,440.0
2917061,160002870469,2016,Altos,PI,16.0,M,3,1,,,Altos,532.1,587.3,551.8,504.4,620.0
2917201,160002614279,2016,Altos,PI,50.0,M,1,1,,,Altos,,,,,
2918313,160002779431,2016,Altos,PI,17.0,F,3,1,,,Altos,434.6,507.2,494.5,465.9,560.0
2919013,160002880666,2016,Altos,PI,20.0,F,2,2,Altos,2.0,Altos,407.9,360.9,415.3,405.5,380.0
2922640,160003064051,2016,Altos,PI,21.0,M,1,1,,,Altos,391.3,471.7,488.1,537.9,480.0
2924008,160002650266,2016,Altos,PI,17.0,F,3,1,,,Altos,442.4,444.1,487.0,386.9,220.0
2929033,160003120414,2016,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,430.3,540.9,516.3,383.1,580.0
2931933,160003001316,2016,Altos,PI,19.0,F,4,1,,,Altos,,,,,
2932987,160003126329,2016,Altos,PI,30.0,M,1,1,,,Altos,437.2,617.7,557.6,606.1,680.0
2933863,160002932227,2016,Altos,PI,17.0,M,1,1,,,Altos,593.1,609.2,591.2,584.5,600.0
2938049,160002957881,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,377.2,418.6,389.8,393.3,440.0
2938426,160003059354,2016,Altos,PI,22.0,F,1,1,,,Altos,490.1,509.8,500.8,420.9,440.0
2941802,160002616347,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,397.7,508.7,400.7,415.4,460.0
2946996,160003005721,2016,Altos,PI,40.0,M,4,1,,,Altos,,,,,
2948081,160002946400,2016,Altos,PI,27.0,F,1,1,,,Altos,400.3,533.7,527.0,385.1,580.0
2950675,160002779564,2016,Altos,PI,23.0,F,1,1,,,Altos,576.2,669.1,0.0,0.0,0.0
2955757,160003102858,2016,Altos,PI,14.0,F,3,1,,,Altos,452.7,501.9,536.8,489.5,420.0
2957071,160003117017,2016,Altos,PI,19.0,F,1,1,,,Altos,400.4,557.7,513.3,452.1,560.0
2958115,160002668365,2016,Altos,PI,31.0,F,2,2,Altos,2.0,Altos,,,,,
2961013,160003056838,2016,Altos,PI,19.0,M,1,1,,,Altos,553.4,521.1,478.7,442.8,520.0
2961391,160003315732,2016,Altos,PI,22.0,F,2,2,Altos,2.0,Altos,547.9,370.4,533.3,403.5,560.0
2961917,160002656179,2016,Altos,PI,22.0,F,1,1,,,Altos,397.1,490.9,559.5,409.4,580.0
2965200,160003324932,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,387.1,396.4,480.0,443.3,440.0
2966116,160003175421,2016,Altos,PI,17.0,M,2,2,Teresina,1.0,Altos,588.5,563.6,598.0,654.6,440.0
2979985,160003310127,2016,Altos,PI,21.0,M,1,1,,,Altos,575.4,561.6,580.1,574.2,820.0
2981511,160003047098,2016,Altos,PI,20.0,F,1,1,,,Altos,369.7,497.7,418.8,381.6,580.0
2982827,160002666608,2016,Altos,PI,23.0,F,1,1,,,Altos,526.7,607.2,601.7,435.1,800.0
2985033,160003006182,2016,Altos,PI,22.0,F,1,1,,,Altos,498.6,576.6,552.2,434.1,540.0
2989137,160003314502,2016,Altos,PI,23.0,F,1,1,,,Altos,,,,,
2993892,160003143836,2016,Altos,PI,31.0,M,1,1,,,Altos,,,,,
2994784,160003320038,2016,Altos,PI,19.0,F,1,1,,,Altos,397.4,414.8,449.7,412.3,480.0
3000210,160002975926,2016,Altos,PI,24.0,M,1,1,,,Altos,426.7,428.3,437.6,384.6,540.0
3001694,160002937336,2016,Altos,PI,16.0,M,3,1,,,Altos,502.7,514.7,546.3,506.0,580.0
3002549,160003161190,2016,Altos,PI,28.0,M,1,1,,,Altos,561.6,561.9,427.0,571.7,440.0
3003395,160003036545,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,487.3,590.8,553.1,557.0,760.0
3005084,160003319497,2016,Altos,PI,17.0,F,3,1,,,Altos,599.4,660.3,618.2,661.9,540.0
3008772,160003110196,2016,Altos,PI,17.0,F,3,1,,,Altos,500.3,484.3,509.4,432.1,380.0
3013615,160003248180,2016,Altos,PI,20.0,M,1,1,,,Altos,,,,,
3017831,160003100107,2016,Altos,PI,49.0,F,1,1,,,Altos,,,,,
3021370,160003299879,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,397.2,474.4,459.8,438.6,520.0
3022503,160003217235,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,492.4,503.1,542.5,503.7,320.0
3023058,160003078445,2016,Altos,PI,21.0,F,1,1,,,Altos,,,,,
3025823,160003307906,2016,Altos,PI,26.0,M,2,2,Altos,2.0,Altos,464.5,369.1,459.2,473.3,280.0
3027641,160003019703,2016,Altos,PI,22.0,M,1,1,,,Altos,585.7,620.8,610.0,634.2,620.0
3031713,160003092732,2016,Altos,PI,23.0,F,1,1,,,Altos,,,,,
3032505,160003096304,2016,Altos,PI,22.0,M,1,1,,,Altos,361.5,431.8,423.0,357.9,420.0
3035719,160003011811,2016,Altos,PI,17.0,M,2,3,Teresina,4.0,Altos,481.4,507.7,519.8,454.5,460.0
3036645,160002959525,2016,Altos,PI,26.0,F,2,2,Altos,2.0,Altos,,,,,
3039247,160003327940,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,,,,,
3044252,160002976218,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,458.0,512.7,465.2,462.4,460.0
3044878,160003192912,2016,Altos,PI,26.0,F,1,1,,,Altos,418.7,509.1,532.4,395.6,440.0
3045246,160003000590,2016,Altos,PI,19.0,F,1,1,,,Altos,460.7,540.4,548.2,389.6,620.0
3047768,160003317431,2016,Altos,PI,18.0,F,1,1,,,Altos,473.5,588.9,522.4,431.5,460.0
3047887,160002669150,2016,Altos,PI,20.0,F,1,1,,,Altos,477.4,507.1,517.7,432.3,440.0
3051134,160003207558,2016,Altos,PI,24.0,F,1,1,,,Altos,376.6,468.4,346.2,494.7,360.0
3052156,160003100182,2016,Altos,PI,27.0,F,1,1,,,Altos,,,,,
3052730,160003161505,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,460.9,520.8,447.2,403.7,380.0
3053921,160003114341,2016,Altos,PI,17.0,M,3,1,,,Altos,,,,,
3063006,160003028084,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,453.2,518.8,438.3,441.4,500.0
3065028,160002630057,2016,Altos,PI,17.0,M,2,3,Teresina,4.0,Altos,609.2,610.9,570.9,564.0,760.0
3066258,160002904887,2016,Altos,PI,18.0,F,2,3,Altos,4.0,Altos,547.8,590.3,538.0,663.4,760.0
3067768,160002951099,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,401.4,505.9,409.0,440.0,480.0
3068254,160002940637,2016,Altos,PI,18.0,F,1,1,,,Altos,383.1,570.1,557.3,524.1,480.0
3070892,160003093382,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,405.1,551.9,440.0,432.2,160.0
3072054,160003157195,2016,Altos,PI,35.0,F,2,2,Altos,2.0,Altos,388.0,493.0,408.7,579.6,340.0
3073530,160003068579,2016,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,469.5,479.1,398.6,476.9,600.0
3079789,160003309505,2016,Altos,PI,24.0,F,1,1,,,Altos,430.4,617.2,514.5,441.3,700.0
3082772,160002997494,2016,Altos,PI,22.0,F,1,1,,,Altos,,,,,
3084075,160002997545,2016,Altos,PI,16.0,F,2,2,Altos,2.0,Altos,427.1,410.5,441.6,444.8,520.0
3086963,160003086325,2016,Altos,PI,25.0,M,1,1,,,Altos,,,,,
3091272,160003187571,2016,Altos,PI,17.0,M,3,1,,,Altos,384.2,509.9,434.9,556.1,620.0
3092874,160003033938,2016,Altos,PI,25.0,M,1,1,,,Altos,500.9,656.8,602.6,457.2,800.0
3094816,160003198594,2016,Altos,PI,23.0,F,1,1,,,Altos,424.1,537.3,421.4,419.1,380.0
3098830,160003014594,2016,Altos,PI,20.0,F,1,1,,,Altos,553.2,519.9,533.6,440.1,600.0
3100157,160002644448,2016,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,411.5,458.0,501.7,362.2,420.0
3102006,160002944441,2016,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,,,,,
3102837,160003021918,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,403.3,560.7,515.5,387.5,380.0
3103972,160003143368,2016,Altos,PI,23.0,M,3,1,,,Altos,415.6,543.6,429.7,384.2,380.0
3107946,160003337729,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,,,,,
3111469,160003052299,2016,Altos,PI,19.0,M,1,1,,,Altos,535.2,581.2,497.8,652.0,740.0
3111564,160003339302,2016,Altos,PI,23.0,F,1,1,,,Altos,476.7,564.8,551.8,531.7,540.0
3116463,160002924544,2016,Altos,PI,20.0,F,3,1,,,Altos,490.0,345.3,402.2,432.1,280.0
3118382,160003170070,2016,Altos,PI,24.0,M,1,1,,,Altos,522.2,561.0,580.1,342.8,680.0
3124338,160003061934,2016,Altos,PI,19.0,F,1,1,,,Altos,511.5,547.0,521.2,455.3,600.0
3125079,160002950540,2016,Altos,PI,16.0,F,3,1,,,Altos,568.5,577.5,597.5,506.8,920.0
3129031,160003337920,2016,Altos,PI,27.0,F,1,1,,,Altos,445.5,512.6,489.0,431.1,440.0
3135132,160003031470,2016,Altos,PI,19.0,F,1,1,,,Altos,550.5,591.1,550.4,496.9,600.0
3136746,160003278724,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,447.9,486.9,479.8,373.4,460.0
3138961,160002940994,2016,Altos,PI,17.0,M,2,2,Teresina,2.0,Teresina,607.4,643.2,625.7,624.9,620.0
3139747,160002944644,2016,Altos,PI,37.0,F,1,1,,,Altos,409.4,456.7,500.1,549.3,600.0
3143168,160003194105,2016,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,426.2,400.5,432.9,388.5,0.0
3143204,160003338581,2016,Altos,PI,19.0,M,2,2,Teresina,2.0,Teresina,545.3,553.8,606.8,526.8,360.0
3144553,160003300956,2016,Altos,PI,19.0,F,1,1,,,Altos,483.7,543.0,504.7,478.4,560.0
3144814,160002895952,2016,Altos,PI,29.0,M,1,1,,,Altos,478.6,579.9,495.4,516.1,480.0
3145266,160003241691,2016,Altos,PI,22.0,M,1,1,,,Altos,593.6,600.7,601.3,443.2,500.0
3146151,160002902378,2016,Altos,PI,19.0,M,1,1,,,Altos,466.2,566.3,495.4,653.5,520.0
3147932,160003304579,2016,Altos,PI,28.0,F,1,1,,,Altos,488.6,467.5,457.0,496.5,480.0
3150444,160003127904,2016,Altos,PI,19.0,M,1,1,,,Altos,398.6,507.5,519.2,529.5,580.0
3151664,160002923013,2016,Altos,PI,15.0,F,3,1,,,Altos,451.8,535.7,628.3,552.3,560.0
3153934,160003015165,2016,Altos,PI,22.0,M,1,1,,,Altos,431.7,450.7,374.7,416.6,520.0
3157407,160003336827,2016,Altos,PI,17.0,F,2,3,Altos,4.0,Altos,370.7,475.6,462.3,398.7,600.0
3159614,160003010299,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,390.7,547.5,475.6,387.5,420.0
3165212,160003033102,2016,Altos,PI,24.0,F,3,1,,,Altos,,,,,
3168259,160003222022,2016,Altos,PI,30.0,F,1,1,,,Altos,432.6,441.5,468.4,454.8,500.0
3169583,160002959641,2016,Altos,PI,18.0,M,1,1,,,Altos,439.8,572.5,522.0,597.8,560.0
3170237,160002652484,2016,Altos,PI,26.0,M,1,1,,,Altos,524.5,585.3,525.7,422.8,640.0
3170311,160002951665,2016,Altos,PI,21.0,F,1,1,,,Altos,401.2,441.3,469.6,375.4,480.0
3174800,160003230173,2016,Altos,PI,23.0,F,1,1,,,Altos,517.9,453.8,469.4,476.3,400.0
3180448,160003288762,2016,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,446.4,426.4,376.9,352.0,0.0
3186593,160002664690,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,,,,,
3186808,160003016132,2016,Altos,PI,16.0,M,2,2,Altos,2.0,Altos,547.4,558.2,584.4,498.8,400.0
3188710,160002963252,2016,Altos,PI,19.0,F,1,1,,,Altos,399.1,520.8,489.8,388.8,520.0
3189765,160003125810,2016,Altos,PI,27.0,F,1,1,,,Altos,500.8,546.9,595.4,467.2,560.0
3191071,160003281875,2016,Altos,PI,21.0,F,1,1,,,Altos,511.9,509.5,415.4,386.6,480.0
3192329,160003239424,2016,Altos,PI,15.0,F,4,1,,,Altos,,,,,
3192366,160003236892,2016,Altos,PI,25.0,F,1,1,,,Altos,418.4,583.3,590.1,537.7,680.0
3192874,160003030755,2016,Altos,PI,25.0,M,1,1,,,Altos,583.0,610.8,590.4,614.1,520.0
3194337,160003026866,2016,Altos,PI,18.0,M,1,1,,,Altos,406.4,530.0,470.5,352.2,380.0
3207583,160003211840,2016,Altos,PI,21.0,F,1,1,,,Altos,461.9,553.1,476.2,412.1,600.0
3210950,160003238339,2016,Altos,PI,26.0,F,1,1,,,Altos,436.4,567.3,528.0,457.5,480.0
3215445,160003220512,2016,Altos,PI,18.0,M,2,2,Teresina,1.0,Altos,596.8,624.9,587.0,722.7,540.0
3220691,160003251420,2016,Altos,PI,28.0,F,1,1,,,Altos,,,,,
3223239,160003282148,2016,Altos,PI,17.0,F,2,3,Altos,4.0,Altos,519.7,475.8,521.5,486.1,460.0
3236566,160003193259,2016,Altos,PI,22.0,F,1,1,,,Altos,610.8,604.0,626.4,504.6,620.0
3242725,160003233358,2016,Altos,PI,20.0,F,1,1,,,Altos,518.5,628.6,551.1,430.9,480.0
3244274,160003435451,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,409.1,474.6,502.6,441.9,580.0
3248234,160003184627,2016,Altos,PI,35.0,F,1,1,,,Altos,425.2,522.3,493.1,400.2,480.0
3250048,160003329883,2016,Altos,PI,28.0,F,1,1,,,Altos,445.3,573.0,560.9,453.6,520.0
3258505,160003342846,2016,Altos,PI,17.0,M,1,1,,,Altos,380.6,366.0,461.8,366.6,480.0
3263606,160002613917,2016,Altos,PI,17.0,M,3,1,,,Altos,584.0,633.5,610.8,642.8,740.0
3268893,160003199402,2016,Altos,PI,17.0,M,2,2,Teresina,2.0,Altos,564.3,657.2,638.9,519.5,620.0
3270297,160003340036,2016,Altos,PI,17.0,M,3,1,,,Altos,411.1,407.6,435.6,525.1,460.0
3275054,160003134677,2016,Altos,PI,17.0,M,2,3,Altos,4.0,Altos,427.2,524.8,497.5,410.2,560.0
3284412,160003414194,2016,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,422.2,414.4,392.8,366.0,360.0
3298583,160003140132,2016,Altos,PI,26.0,F,2,2,Altos,2.0,Altos,369.7,510.8,,,
3303487,160002982508,2016,Altos,PI,26.0,M,1,1,,,Altos,,,,,
3304573,160003423554,2016,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,433.2,590.2,515.3,477.9,500.0
3306439,160002979090,2016,Altos,PI,18.0,M,1,1,,,Altos,540.6,593.3,522.2,528.0,500.0
3307813,160003395457,2016,Altos,PI,20.0,F,1,1,,,Altos,407.9,473.6,452.6,358.9,240.0
3308011,160003297840,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,528.5,616.2,586.5,569.0,760.0
3308329,160003176973,2016,Altos,PI,22.0,F,1,1,,,Altos,446.1,453.9,,,
3308899,160002984222,2016,Altos,PI,27.0,F,1,1,,,Altos,,,,,
3311041,160003160539,2016,Altos,PI,16.0,F,3,1,,,Altos,522.8,511.7,520.3,440.6,700.0
3311334,160003343219,2016,Altos,PI,17.0,F,3,1,,,Altos,395.5,365.6,410.0,340.0,320.0
3315428,160003220341,2016,Altos,PI,22.0,F,1,1,,,Altos,425.9,441.5,505.5,455.6,520.0
3320338,160003420647,2016,Altos,PI,23.0,F,1,1,,,Altos,423.1,447.7,440.8,374.7,520.0
3324796,160002642996,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,431.1,470.6,527.8,347.1,540.0
3325898,160003274813,2016,Altos,PI,20.0,F,1,1,,,Altos,481.8,597.5,534.7,409.2,600.0
3326551,160003204906,2016,Altos,PI,17.0,F,3,1,,,Teresina,471.7,472.3,499.4,576.7,440.0
3326942,160002640044,2016,Altos,PI,15.0,F,3,1,,,Altos,405.9,441.6,465.0,393.2,480.0
3328560,160002975251,2016,Altos,PI,25.0,F,1,1,,,Teresina,430.7,517.0,597.1,471.2,560.0
3330760,160003432886,2016,Altos,PI,19.0,F,1,1,,,Altos,440.1,584.9,576.6,458.7,580.0
3333372,160003003510,2016,Altos,PI,23.0,F,1,1,,,Teresina,482.2,481.7,428.6,422.2,560.0
3336236,160003186640,2016,Altos,PI,24.0,M,1,1,,,Altos,559.6,602.8,557.9,708.5,620.0
3347342,160003144200,2016,Altos,PI,38.0,M,1,1,,,Altos,,,,,
3348043,160002978275,2016,Altos,PI,20.0,M,1,1,,,Altos,639.4,676.5,620.7,784.0,740.0
3350928,160003358162,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,426.1,370.7,466.4,477.6,580.0
3356221,160003296451,2016,Altos,PI,20.0,M,1,1,,,Altos,593.7,690.7,612.7,591.7,780.0
3356560,160003255917,2016,Altos,PI,26.0,F,1,1,,,Altos,457.6,457.1,,,
3357343,160003593368,2016,Altos,PI,22.0,M,1,1,,,Altos,476.4,484.8,496.4,347.7,440.0
3361507,160003521901,2016,Altos,PI,39.0,F,1,1,,,Altos,392.9,468.0,386.1,390.2,380.0
3361932,160003263225,2016,Altos,PI,18.0,F,3,1,,,Altos,424.9,455.8,463.5,347.6,400.0
3369992,160003253158,2016,Altos,PI,21.0,F,1,1,,,Altos,550.8,529.0,568.1,453.2,800.0
3370304,160003201544,2016,Altos,PI,18.0,F,2,3,Altos,4.0,Altos,558.2,511.5,551.5,689.5,640.0
3385743,160003158814,2016,Altos,PI,32.0,M,1,1,,,Altos,434.9,457.5,352.8,514.5,380.0
3394942,160003199712,2016,Altos,PI,16.0,F,3,1,,,Altos,400.9,584.4,580.8,396.4,700.0
3394964,160003473107,2016,Altos,PI,26.0,F,1,1,,,Altos,,,,,
3399217,160003231337,2016,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,419.7,476.4,512.1,453.2,440.0
3399457,160003328014,2016,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,406.9,503.0,541.7,453.0,600.0
3407215,160003148557,2016,Altos,PI,27.0,F,1,1,,,Altos,,,,,
3410019,160003412521,2016,Altos,PI,21.0,M,1,1,,,Altos,423.4,453.6,398.5,511.9,480.0
3412915,160003369220,2016,Altos,PI,23.0,M,1,1,,,Altos,482.7,502.8,453.4,358.7,480.0
3413817,160003405419,2016,Altos,PI,22.0,M,1,1,,,Altos,425.4,457.9,538.2,478.6,340.0
3414420,160003205465,2016,Altos,PI,27.0,M,1,1,,,Altos,,,,,
3415742,160003586027,2016,Altos,PI,19.0,F,1,1,,,Altos,442.6,482.9,451.6,527.2,480.0
3419229,160003374181,2016,Altos,PI,27.0,M,1,1,,,Altos,397.4,461.1,380.8,504.9,400.0
3422110,160003198331,2016,Altos,PI,16.0,F,3,1,,,Altos,363.5,503.5,514.3,410.4,480.0
3422120,160003387667,2016,Altos,PI,19.0,F,1,1,,,Altos,398.4,348.8,429.3,392.1,340.0
3423569,160003584468,2016,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,418.4,589.3,552.4,417.9,640.0
3423874,160003538769,2016,Altos,PI,54.0,M,1,1,,,Altos,377.7,619.8,616.4,540.1,600.0
3424515,160003300130,2016,Altos,PI,40.0,F,1,1,,,Altos,,,,,
3425912,160003475548,2016,Altos,PI,21.0,F,1,1,,,Altos,508.2,609.6,598.7,405.2,720.0
3426169,160003459905,2016,Altos,PI,20.0,M,3,1,,,Altos,450.8,394.0,420.0,538.7,360.0
3426183,160003256121,2016,Altos,PI,21.0,M,1,1,,,Altos,375.6,447.7,438.9,394.0,300.0
3428263,160003529117,2016,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,379.4,551.9,495.0,394.3,500.0
3428487,160003363480,2016,Altos,PI,31.0,F,2,2,Altos,2.0,Altos,425.5,474.8,492.8,494.3,540.0
3431894,160003263605,2016,Altos,PI,19.0,F,1,1,,,Altos,420.3,554.4,522.5,454.4,440.0
3433615,160003407262,2016,Altos,PI,20.0,F,1,1,,,Altos,,,,,
3434208,160003491345,2016,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,,,,,
3435023,160003398756,2016,Altos,PI,20.0,F,1,1,,,Altos,465.9,497.9,550.4,384.8,320.0
3437196,160003383880,2016,Altos,PI,21.0,F,1,1,,,Altos,457.6,546.1,430.4,389.9,580.0
3438573,160003485248,2016,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,473.6,504.2,484.9,347.3,340.0
3441487,160003196633,2016,Altos,PI,32.0,F,1,1,,,Altos,404.0,487.9,427.2,371.8,180.0
3441956,160003536667,2016,Altos,PI,18.0,M,1,1,,,Altos,578.5,636.6,583.8,583.2,780.0
3443411,160003582965,2016,Altos,PI,16.0,M,3,1,,,Altos,515.1,567.2,519.6,531.9,520.0
3443905,160003215130,2016,Altos,PI,23.0,M,1,1,,,Altos,520.8,587.7,508.9,480.6,400.0
