,NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_ESC,TP_DEPENDENCIA_ADM_ESC,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1316603,180009219804,2018,Altos,PI,23.0,M,1,1,,,Altos,571.9,597.0,601.8,552.0,580.0
1317542,180008584233,2018,Altos,PI,19.0,M,1,1,,,Altos,387.4,504.5,411.8,375.5,260.0
1318067,180009100505,2018,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,477.9,498.7,434.4,522.4,620.0
1324098,180009339039,2018,Altos,PI,18.0,M,1,1,,,Altos,389.0,546.5,481.9,481.4,400.0
1330796,180009184816,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,505.7,560.6,506.5,515.4,340.0
1332277,180008687017,2018,Altos,PI,17.0,F,3,1,,,Altos,421.3,605.5,620.6,522.0,320.0
1334521,180009107887,2018,Altos,PI,34.0,M,1,1,,,Altos,464.5,518.0,387.2,580.6,620.0
1338896,180009158471,2018,Altos,PI,22.0,F,1,1,,,Altos,442.2,515.3,477.4,571.3,480.0
1346324,180008578362,2018,Altos,PI,19.0,M,1,1,,,Altos,389.7,427.2,459.8,437.7,500.0
1347376,180009131662,2018,Altos,PI,24.0,M,1,1,,,Altos,465.2,512.5,459.6,497.8,240.0
1347850,180008854719,2018,Altos,PI,21.0,F,1,1,,,Altos,445.3,532.0,544.5,513.5,560.0
1349719,180009110599,2018,Altos,PI,21.0,M,1,1,,,Altos,396.3,599.9,514.7,612.6,520.0
1352028,180008683889,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,523.9,599.9,455.4,524.0,600.0
1352394,180009017613,2018,Altos,PI,33.0,M,1,1,,,Altos,426.5,448.9,535.6,436.5,360.0
1356628,180008832416,2018,Altos,PI,25.0,F,1,1,,,Altos,385.7,513.8,434.5,421.3,340.0
1364346,180009154445,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,483.7,633.3,586.4,420.9,620.0
1368540,180009057544,2018,Altos,PI,19.0,F,1,1,,,Altos,402.5,592.4,486.6,516.2,520.0
1368794,180009341727,2018,Altos,PI,19.0,F,2,1,,,Altos,406.3,511.7,508.7,440.2,600.0
1372051,180008583086,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,451.9,599.8,530.3,397.9,560.0
1376687,180008741599,2018,Altos,PI,23.0,F,1,1,,,Altos,472.3,441.9,463.4,571.8,560.0
1377292,180008572246,2018,Altos,PI,21.0,M,1,1,,,Altos,391.3,486.0,372.1,559.8,560.0
1394286,180009177669,2018,Altos,PI,32.0,M,1,1,,,Altos,468.8,449.1,445.2,522.6,240.0
1394313,180009177663,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,491.6,499.1,444.9,393.5,380.0
1394360,180008980474,2018,Altos,PI,18.0,M,1,1,,,Altos,422.7,505.4,417.0,433.9,0.0
1396491,180008661558,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,371.5,568.8,491.0,514.4,340.0
1406642,180009073309,2018,Altos,PI,30.0,F,1,1,,,Altos,441.7,489.0,437.2,535.6,540.0
1407036,180009361143,2018,Altos,PI,27.0,F,2,2,Altos,2.0,Altos,436.2,523.7,478.6,478.7,380.0
1409057,180008994198,2018,Altos,PI,25.0,F,1,1,,,Altos,,,,,
1411374,180009033952,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,534.8,652.2,601.1,526.2,720.0
1421112,180009020374,2018,Altos,PI,17.0,F,2,2,Teresina,2.0,Altos,505.1,552.0,472.5,549.8,680.0
1430643,180008685764,2018,Altos,PI,22.0,F,1,1,,,Altos,402.0,562.1,544.5,452.0,380.0
1431083,180008669174,2018,Altos,PI,19.0,M,2,1,,,Altos,531.3,606.2,580.4,577.5,500.0
1442288,180007837310,2018,Altos,PI,18.0,M,2,2,Teresina,2.0,Altos,513.6,669.4,598.1,599.3,720.0
1444026,180007778154,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,416.2,569.8,527.7,450.5,340.0
1446231,180007779970,2018,Altos,PI,24.0,F,1,1,,,Altos,,,,,
1446648,180007351938,2018,Altos,PI,17.0,M,1,1,,,Altos,595.3,645.6,640.7,751.9,940.0
1447482,180007737958,2018,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,449.8,478.6,590.0,444.0,0.0
1448425,180007785241,2018,Altos,PI,25.0,F,1,1,,,Altos,409.7,562.8,504.1,538.0,360.0
1454469,180007758101,2018,Altos,PI,28.0,F,1,1,,,Altos,523.2,445.8,366.2,463.3,480.0
1457221,180007317215,2018,Altos,PI,18.0,F,1,1,,,Altos,497.5,467.3,531.4,457.0,340.0
1457804,180007772546,2018,Altos,PI,20.0,F,1,1,,,Altos,478.3,513.8,391.9,459.8,440.0
1458391,180007771479,2018,Altos,PI,18.0,M,1,1,,,Altos,,,,,
1459572,180007248964,2018,Altos,PI,27.0,F,1,1,,,Altos,,,,,
1461474,180007789087,2018,Altos,PI,18.0,F,1,1,,,Altos,411.6,597.0,392.1,533.0,580.0
1464115,180007205880,2018,Altos,PI,22.0,F,1,1,,,Altos,368.1,575.8,484.5,458.9,600.0
1467250,180007830079,2018,Altos,PI,33.0,F,1,1,,,Altos,,,,,
1469830,180007247222,2018,Altos,PI,24.0,M,1,1,,,Altos,542.5,639.0,582.8,538.6,540.0
1471605,180007337305,2018,Altos,PI,19.0,F,1,1,,,Altos,453.7,441.3,465.5,391.4,540.0
1479930,180007252544,2018,Altos,PI,24.0,F,1,1,,,Altos,477.8,583.0,531.5,504.3,600.0
1484534,180007734031,2018,Altos,PI,20.0,M,1,1,,,Altos,520.9,634.0,595.5,618.5,580.0
1491210,180007777733,2018,Altos,PI,20.0,M,1,1,,,Altos,,,,,
1505246,180007337918,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,432.6,469.9,467.7,474.8,620.0
1507370,180007200689,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,460.2,433.3,409.1,423.2,400.0
1508759,180007328918,2018,Altos,PI,15.0,M,3,1,,,Altos,513.0,527.6,554.0,442.8,580.0
1510509,180007808339,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,428.8,536.3,418.6,452.8,280.0
1512366,180007795230,2018,Altos,PI,21.0,F,2,2,Altos,2.0,Altos,385.2,567.9,510.6,389.6,320.0
1512878,180007799171,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,425.0,525.3,474.6,452.6,0.0
1515530,180007346904,2018,Altos,PI,23.0,M,1,1,,,Altos,498.3,629.6,597.1,453.2,720.0
1520870,180007318833,2018,Altos,PI,28.0,F,1,1,,,Altos,,,,,
1523770,180007249970,2018,Altos,PI,28.0,F,1,1,,,Altos,511.2,553.4,452.1,507.6,360.0
1523809,180007825012,2018,Altos,PI,20.0,F,1,1,,,Altos,406.4,415.4,423.2,410.4,280.0
1524790,180007840744,2018,Altos,PI,20.0,F,1,1,,,Altos,612.2,712.2,661.2,793.1,840.0
1525534,180007226056,2018,Altos,PI,32.0,F,1,1,,,Altos,552.8,634.6,604.3,457.2,440.0
1531756,180007787086,2018,Altos,PI,19.0,M,2,1,,,Altos,,,,,
1532479,180007214688,2018,Altos,PI,21.0,M,1,1,,,Altos,523.4,549.7,543.8,417.1,600.0
1534528,180007343727,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,391.5,504.4,524.5,437.6,340.0
1542045,180007249699,2018,Altos,PI,25.0,F,1,1,,,Altos,443.8,601.8,582.2,537.4,520.0
1542512,180007820221,2018,Altos,PI,25.0,F,1,1,,,Altos,470.9,659.2,632.5,610.1,740.0
1543745,180007816689,2018,Altos,PI,29.0,M,1,1,,,Altos,542.6,597.5,527.6,643.7,360.0
1545134,180007209827,2018,Altos,PI,37.0,M,1,1,,,Altos,,,,,
1546532,180007353836,2018,Altos,PI,22.0,F,1,1,,,Altos,390.1,452.7,454.0,432.2,320.0
1554623,180007218264,2018,Altos,PI,22.0,F,1,1,,,Altos,479.4,504.5,427.8,454.2,360.0
1558952,180007218108,2018,Altos,PI,22.0,F,1,1,,,Altos,,,,,
1565765,180007545367,2018,Altos,PI,16.0,M,2,4,Teresina,4.0,Altos,564.5,654.5,537.7,621.3,760.0
1573544,180007543127,2018,Altos,PI,18.0,M,2,4,Altos,4.0,Altos,535.5,547.4,470.8,531.0,600.0
1573760,180007214960,2018,Altos,PI,19.0,F,1,1,,,Altos,407.3,521.6,472.5,400.6,600.0
1575885,180007535388,2018,Altos,PI,25.0,M,1,1,,,Altos,435.2,624.5,559.6,433.2,520.0
1579200,180007551749,2018,Altos,PI,18.0,F,3,1,,,Altos,,,,,
1590646,180007208716,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,485.4,453.7,445.7,500.9,380.0
1594328,180007564888,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,446.9,645.0,593.0,491.3,640.0
1595272,180007744367,2018,Altos,PI,19.0,F,2,1,Teresina,1.0,Altos,454.5,531.6,514.0,541.9,740.0
1612068,180008530939,2018,Altos,PI,26.0,M,1,1,,,Altos,462.5,464.7,458.6,528.5,380.0
1612681,180008102545,2018,Altos,PI,19.0,F,1,1,,,Altos,476.6,569.1,576.1,576.3,880.0
1617358,180008490858,2018,Altos,PI,17.0,M,2,4,Teresina,4.0,Altos,524.4,619.3,598.8,642.0,400.0
1617758,180007260554,2018,Altos,PI,21.0,M,1,1,,,Altos,412.2,430.1,458.4,436.9,560.0
1619673,180007261571,2018,Altos,PI,19.0,F,1,1,,,Altos,497.6,583.7,530.7,528.9,620.0
1621463,180008497178,2018,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,482.4,449.5,444.6,432.2,360.0
1624353,180007278285,2018,Altos,PI,17.0,F,2,2,Teresina,2.0,Altos,489.0,595.4,557.9,529.2,820.0
1652517,180008062038,2018,Altos,PI,16.0,M,3,1,,,Altos,514.1,647.9,561.4,674.1,420.0
1658667,180007305426,2018,Altos,PI,16.0,F,2,2,Altos,2.0,Altos,479.1,490.4,476.7,401.3,480.0
1660199,180008488049,2018,Altos,PI,32.0,M,1,1,,,Altos,419.0,440.8,384.9,461.2,340.0
1662843,180008517631,2018,Altos,PI,19.0,M,1,1,,,Altos,384.7,613.3,547.6,487.8,560.0
1665731,180007284649,2018,Altos,PI,20.0,F,1,1,,,Altos,,,,,
1669872,180008506244,2018,Altos,PI,19.0,M,2,4,Teresina,4.0,Altos,599.4,548.3,644.1,699.9,940.0
1672061,180007297641,2018,Altos,PI,20.0,F,1,1,,,Altos,408.0,424.5,493.4,416.3,520.0
1676780,180007267692,2018,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,539.4,547.8,501.8,507.5,320.0
1692821,180007297206,2018,Altos,PI,18.0,F,2,4,Altos,4.0,Altos,503.3,539.8,485.6,484.6,560.0
1705919,180007300256,2018,Altos,PI,20.0,F,2,2,Altos,2.0,Altos,524.0,474.1,426.7,472.2,240.0
1707536,180008056868,2018,Altos,PI,21.0,M,1,1,,,Altos,655.9,685.7,644.7,718.5,900.0
1708422,180008063183,2018,Altos,PI,22.0,M,1,1,,,Altos,434.9,602.9,547.5,631.2,500.0
1712262,180008057841,2018,Altos,PI,18.0,F,1,1,,,Altos,402.9,596.7,476.9,489.4,700.0
1712277,180008107877,2018,Altos,PI,16.0,F,3,1,,,Altos,469.8,598.2,578.4,673.3,620.0
1712820,180008103761,2018,Altos,PI,35.0,F,1,1,,,Altos,457.6,601.1,441.1,490.9,340.0
1714211,180007285978,2018,Altos,PI,20.0,M,1,1,,,Altos,582.5,667.5,615.3,639.2,800.0
1714856,180008079100,2018,Altos,PI,30.0,F,1,1,,,Altos,513.2,573.0,527.5,550.9,660.0
1721877,180008073709,2018,Altos,PI,21.0,M,1,1,,,Altos,,,,,
1755883,180007426799,2018,Altos,PI,36.0,M,1,1,,,Altos,512.7,521.3,518.3,481.6,520.0
1759773,180007443187,2018,Altos,PI,19.0,F,1,1,,,Altos,443.9,469.7,506.0,549.8,440.0
1769259,180007441637,2018,Altos,PI,38.0,F,1,1,,,Altos,,,,,
1770107,180007452623,2018,Altos,PI,33.0,M,1,1,,,Altos,406.0,670.0,536.4,593.6,580.0
1781274,180007445222,2018,Altos,PI,36.0,M,1,1,,,São João dos Patos,531.0,645.8,575.7,553.6,600.0
1784490,180007434978,2018,Altos,PI,18.0,M,2,1,Teresina,1.0,Altos,517.9,642.6,617.9,670.4,840.0
1784588,180007442329,2018,Altos,PI,22.0,F,1,1,,,Altos,513.0,522.4,424.6,372.2,420.0
1784945,180007594427,2018,Altos,PI,21.0,F,1,1,,,Altos,426.9,577.1,450.2,447.0,480.0
1788646,180007445897,2018,Altos,PI,19.0,M,1,1,,,Altos,507.7,579.0,530.5,521.5,680.0
1792863,180007470707,2018,Altos,PI,18.0,F,1,1,,,Altos,474.5,553.3,397.3,483.9,380.0
1794006,180007511045,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,539.7,645.3,580.9,663.2,400.0
1796745,180007516653,2018,Altos,PI,19.0,F,1,1,,,Altos,488.2,432.6,482.5,434.3,360.0
1802834,180007480051,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,501.1,614.2,505.7,487.2,360.0
1808804,180007493431,2018,Altos,PI,22.0,M,1,1,,,Altos,506.5,652.6,544.2,500.5,460.0
1833012,180007492046,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,423.9,395.4,389.9,539.5,360.0
1834225,180007510693,2018,Altos,PI,20.0,M,1,1,,,Altos,451.6,646.0,595.8,625.3,800.0
1839436,180007582978,2018,Altos,PI,22.0,F,2,2,Altos,2.0,Altos,464.1,579.7,438.3,427.7,320.0
1842307,180008034695,2018,Altos,PI,19.0,F,1,1,,,Altos,511.1,590.2,517.3,502.4,600.0
1846782,180008044834,2018,Altos,PI,16.0,M,3,1,,,Altos,591.7,654.2,591.4,709.1,620.0
1847051,180007481229,2018,Altos,PI,35.0,M,1,1,,,Altos,541.9,529.2,554.0,549.5,500.0
1847282,180007479320,2018,Altos,PI,16.0,F,2,2,Altos,2.0,Altos,479.4,598.9,513.5,494.5,360.0
1847882,180007497664,2018,Altos,PI,25.0,F,1,1,,,Altos,572.2,594.6,459.4,478.6,600.0
1848380,180007491308,2018,Altos,PI,31.0,F,1,1,,,Altos,447.2,543.0,453.8,570.8,560.0
1848874,180007496064,2018,Altos,PI,38.0,M,1,1,,,Altos,508.2,622.7,506.8,446.5,280.0
1849686,180008004454,2018,Altos,PI,26.0,F,1,1,,,Altos,416.0,610.8,545.8,481.5,680.0
1854726,180007874910,2018,Altos,PI,15.0,F,3,1,,,Altos,403.2,555.0,468.3,579.8,620.0
1861606,180007891889,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,412.9,542.2,449.8,441.8,320.0
1864179,180007842255,2018,Altos,PI,24.0,F,1,1,,,Teresina,395.9,600.2,491.7,461.9,580.0
1870013,180007861775,2018,Altos,PI,18.0,M,2,2,Teresina,2.0,Altos,447.2,464.9,485.2,570.7,520.0
1870505,180007860915,2018,Altos,PI,17.0,M,2,4,Altos,4.0,Altos,444.7,491.4,441.5,455.5,380.0
1873664,180007867088,2018,Altos,PI,42.0,F,1,1,,,Altos,,,,,
1875864,180007882399,2018,Altos,PI,23.0,M,1,1,,,Altos,382.5,509.3,424.8,434.0,480.0
1878697,180007848989,2018,Altos,PI,28.0,F,2,3,Teresina,3.0,Altos,438.0,425.8,416.6,465.1,440.0
1884786,180007864112,2018,Altos,PI,29.0,M,1,1,,,Altos,,,,,
1886269,180007880819,2018,Altos,PI,20.0,F,1,1,,,Altos,422.9,458.9,491.1,370.1,380.0
1886703,180007865102,2018,Altos,PI,25.0,F,1,1,,,Altos,429.1,450.4,441.1,476.3,520.0
1892299,180007856329,2018,Altos,PI,18.0,F,1,1,,,Altos,495.4,602.3,492.0,541.5,740.0
1893544,180007864583,2018,Altos,PI,19.0,M,2,1,,,Altos,,456.0,405.6,,340.0
1896377,180007857946,2018,Altos,PI,21.0,M,1,1,,,Teresina,,,,,
1898271,180007844609,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,434.7,470.6,580.5,544.8,520.0
1901357,180007846467,2018,Altos,PI,22.0,F,1,1,,,Altos,534.0,612.0,500.0,517.7,440.0
1905223,180007886890,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,421.1,581.4,561.2,572.6,360.0
1908220,180007867034,2018,Altos,PI,23.0,M,1,1,,,Altos,,,,,
1909286,180007850291,2018,Altos,PI,17.0,M,2,2,Teresina,2.0,Altos,489.2,647.1,538.7,684.4,600.0
1911137,180008055243,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,,510.2,501.8,,520.0
1913340,180008026416,2018,Altos,PI,34.0,M,1,1,,,Altos,497.7,663.7,591.1,585.4,520.0
1916623,180009601201,2018,Altos,PI,24.0,F,1,1,,,Altos,576.7,563.0,562.8,548.4,560.0
1918946,180009446987,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,363.4,561.5,480.5,404.2,500.0
1937412,180009811895,2018,Altos,PI,25.0,M,1,1,,,Altos,476.3,612.3,567.6,572.1,640.0
1937988,180009760343,2018,Altos,PI,20.0,M,1,1,,,Altos,432.7,449.1,465.3,454.1,320.0
1944095,180009564998,2018,Altos,PI,24.0,F,1,1,,,Altos,464.7,605.6,551.3,484.0,580.0
1945636,180009460499,2018,Altos,PI,19.0,F,1,1,,,Altos,365.5,510.3,468.0,385.0,340.0
1948618,180009759185,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,427.1,489.3,469.0,421.6,460.0
1950352,180009793956,2018,Altos,PI,16.0,F,3,1,,,Altos,441.3,620.5,507.7,594.4,480.0
1951908,180009422782,2018,Altos,PI,30.0,M,1,1,,,Altos,631.1,624.9,640.6,489.1,380.0
1953122,180009639378,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,454.7,558.3,551.2,463.5,540.0
1962792,180009824089,2018,Altos,PI,20.0,F,2,1,,,Altos,451.0,521.0,439.3,485.7,760.0
1966285,180009553187,2018,Altos,PI,35.0,F,2,2,Altos,2.0,Altos,502.4,536.3,479.0,412.9,480.0
1973098,180009437093,2018,Altos,PI,23.0,M,1,1,,,José de Freitas,,,,,
1974409,180009491052,2018,Altos,PI,39.0,F,4,1,,,Altos,462.9,497.4,408.9,519.7,480.0
1974536,180009491057,2018,Altos,PI,21.0,M,1,1,,,Altos,478.5,664.4,656.6,664.7,760.0
1976964,180009628238,2018,Altos,PI,29.0,F,1,1,,,Altos,491.2,523.6,500.4,464.8,300.0
1979689,180009504465,2018,Altos,PI,24.0,F,1,1,,,Altos,516.5,529.8,509.2,483.2,320.0
1983875,180009672764,2018,Altos,PI,17.0,F,3,1,,,Altos,442.6,528.6,462.2,435.7,560.0
1988954,180009618008,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,485.3,450.5,528.1,388.0,360.0
1989039,180009637742,2018,Altos,PI,39.0,F,1,1,,,Altos,386.8,447.7,379.0,541.9,0.0
1989851,180009621333,2018,Altos,PI,24.0,M,1,1,,,Altos,420.5,559.9,377.1,508.2,400.0
1991443,180009474368,2018,Altos,PI,17.0,F,2,2,Teresina,2.0,Altos,493.1,512.2,462.3,660.1,300.0
1992699,180009696100,2018,Altos,PI,27.0,M,1,1,,,Altos,,,,,
1994526,180009481090,2018,Altos,PI,18.0,F,3,1,,,Altos,444.4,477.3,470.7,501.9,140.0
1996466,180009528178,2018,Altos,PI,19.0,F,1,1,,,Altos,468.2,557.7,447.8,421.3,340.0
2004082,180009548277,2018,Altos,PI,20.0,F,1,1,,,Altos,443.3,519.0,454.0,462.8,400.0
2006931,180009595116,2018,Altos,PI,18.0,M,1,1,,,Altos,404.1,525.1,457.4,378.6,360.0
2008121,180009499316,2018,Altos,PI,21.0,M,1,1,,,Altos,409.7,514.9,505.8,457.0,320.0
2011166,180009618639,2018,Altos,PI,19.0,F,2,1,Teresina,1.0,Teresina,575.1,668.1,603.9,621.2,820.0
2020546,180009653936,2018,Altos,PI,22.0,F,2,2,Altos,2.0,Altos,376.5,498.9,512.7,452.3,340.0
2024326,180009628918,2018,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,426.0,605.7,523.3,546.5,400.0
2025299,180009443758,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,418.9,506.6,443.5,482.4,360.0
2032563,180009467776,2018,Altos,PI,19.0,F,1,1,,,Altos,553.3,610.3,589.9,460.0,760.0
2034148,180009474453,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,400.3,470.4,525.2,544.8,640.0
2039085,180009769050,2018,Altos,PI,17.0,F,1,1,,,Altos,635.8,666.2,624.9,698.0,900.0
2041604,180009711477,2018,Altos,PI,19.0,F,1,1,,,Altos,417.8,446.2,478.5,376.0,320.0
2042606,180009711516,2018,Altos,PI,32.0,F,1,1,,,Altos,,,,,
2044034,180009663626,2018,Altos,PI,17.0,F,3,1,,,Altos,386.0,571.9,495.0,462.9,320.0
2046621,180009668119,2018,Altos,PI,20.0,F,1,1,,,Altos,,,,,
2047102,180009410409,2018,Altos,PI,27.0,F,1,1,,,Altos,423.2,414.9,465.9,466.1,520.0
2047812,180009642629,2018,Altos,PI,36.0,F,1,1,,,Altos,413.8,490.8,365.7,434.8,240.0
2050912,180009430503,2018,Altos,PI,21.0,F,1,1,,,Altos,,,,,
2054254,180009662905,2018,Altos,PI,28.0,F,1,1,,,Altos,438.0,554.4,496.2,557.2,400.0
2055297,180009619513,2018,Altos,PI,16.0,M,3,1,,,Altos,448.9,531.8,536.9,526.7,360.0
2055348,180009450631,2018,Altos,PI,17.0,M,3,1,,,Altos,,,,,
2055547,180009759417,2018,Altos,PI,19.0,M,1,1,,,Altos,463.6,573.7,552.3,491.8,700.0
2059508,180009807054,2018,Altos,PI,19.0,F,1,1,,,Altos,584.9,630.7,628.0,548.3,640.0
2061197,180009617125,2018,Altos,PI,17.0,M,3,1,,,Altos,454.1,458.5,474.9,387.0,300.0
2069581,180009511620,2018,Altos,PI,19.0,M,1,1,,,Altos,534.0,496.5,508.0,437.9,600.0
2075586,180009548678,2018,Altos,PI,17.0,F,2,1,,,Altos,411.4,473.0,490.1,452.3,520.0
2076523,180009446024,2018,Altos,PI,26.0,F,1,1,,,Altos,,,,,
2080901,180009456999,2018,Altos,PI,19.0,M,1,1,,,Altos,560.7,606.3,577.4,514.1,660.0
2082790,180009581424,2018,Altos,PI,22.0,M,1,1,,,Altos,,,,,
2093739,180009596954,2018,Altos,PI,23.0,F,1,1,,,Altos,527.2,635.8,580.5,567.5,620.0
2096793,180009665660,2018,Altos,PI,19.0,F,1,1,,,Altos,443.4,593.2,448.3,486.5,680.0
2107411,180009682529,2018,Altos,PI,21.0,M,1,1,,,Altos,466.1,627.1,585.2,463.3,580.0
2108626,180009669176,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,495.2,442.1,421.1,429.8,640.0
2112119,180009703581,2018,Altos,PI,19.0,F,1,1,,,Altos,,,,,
2123380,180009556713,2018,Altos,PI,27.0,F,1,1,,,Altos,381.4,560.0,539.6,455.6,340.0
2125802,180009418364,2018,Altos,PI,21.0,M,1,1,,,Altos,471.9,512.6,477.0,415.0,580.0
2126339,180009670762,2018,Altos,PI,20.0,F,1,1,,,Altos,478.6,632.4,550.2,508.0,560.0
2137045,180009543955,2018,Altos,PI,23.0,F,1,1,,,Altos,,,,,
2139007,180009753345,2018,Altos,PI,22.0,M,2,2,Altos,2.0,Altos,,,,,
2139038,180009548762,2018,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,437.6,396.3,400.1,500.0,360.0
2144572,180009550194,2018,Altos,PI,26.0,M,1,1,,,Altos,,542.3,409.4,,320.0
2145750,180009553647,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,465.6,470.4,532.5,566.5,260.0
2146561,180009529969,2018,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,390.5,536.2,438.8,459.9,320.0
2148528,180009750315,2018,Altos,PI,18.0,F,1,1,,,Altos,509.9,587.1,509.7,424.6,320.0
2152000,180009437464,2018,Altos,PI,28.0,M,1,1,,,Altos,,,,,
2152226,180009760366,2018,Altos,PI,16.0,F,3,1,,,Altos,628.8,688.8,618.2,722.5,880.0
2157743,180009557190,2018,Altos,PI,18.0,F,1,1,,,Altos,690.9,674.6,625.6,818.1,980.0
2159596,180009579273,2018,Altos,PI,19.0,F,1,1,,,Altos,493.0,576.6,524.7,511.3,580.0
2170254,180009493180,2018,Altos,PI,24.0,M,1,1,,,Altos,522.1,609.9,436.7,409.9,500.0
2173023,180009560142,2018,Altos,PI,42.0,M,2,2,Altos,2.0,Altos,,,,,
2182701,180009749550,2018,Altos,PI,19.0,M,1,1,,,Altos,503.7,601.0,589.4,628.6,660.0
2185102,180009769786,2018,Altos,PI,21.0,M,2,2,Altos,2.0,Altos,474.9,469.4,478.9,528.9,0.0
2185250,180009481542,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,436.3,608.0,489.1,457.4,360.0
2186326,180009772070,2018,Altos,PI,16.0,F,3,1,,,Altos,398.6,579.9,545.0,494.4,460.0
2191752,180009770812,2018,Altos,PI,18.0,F,3,1,,,Altos,439.3,572.5,485.6,525.8,320.0
2192068,180009610372,2018,Altos,PI,20.0,F,1,1,,,Altos,384.6,470.7,369.2,453.7,300.0
2192327,180009806970,2018,Altos,PI,16.0,F,2,4,Teresina,4.0,Altos,559.3,662.4,591.0,629.4,980.0
2192876,180009501634,2018,Altos,PI,44.0,F,1,1,,,Altos,402.3,403.1,425.8,454.6,200.0
2202796,180009602932,2018,Altos,PI,51.0,M,1,1,,,Altos,,,,,
2205438,180009826085,2018,Altos,PI,18.0,M,2,1,,,Altos,487.1,592.8,502.2,528.9,320.0
2205777,180009721145,2018,Altos,PI,21.0,M,1,1,,,Altos,510.9,400.4,417.1,473.4,280.0
2207543,180009727502,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,441.7,414.7,537.4,458.1,360.0
2208755,180009802704,2018,Altos,PI,23.0,F,1,1,,,Altos,406.4,468.3,493.9,462.4,340.0
2209301,180009414175,2018,Altos,PI,20.0,F,1,1,,,Altos,414.1,562.1,441.8,459.9,620.0
2212271,180009768601,2018,Altos,PI,20.0,F,2,2,Altos,2.0,Altos,419.2,523.2,425.6,456.9,360.0
2221602,180009601525,2018,Altos,PI,28.0,F,2,1,,,Altos,461.3,519.0,459.3,376.7,520.0
2224337,180009741927,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,488.6,579.6,460.0,385.1,740.0
2233738,180009559477,2018,Altos,PI,25.0,F,1,1,,,Altos,554.8,544.6,532.7,580.5,500.0
2234282,180009428629,2018,Altos,PI,20.0,M,1,1,,,Altos,,432.9,378.9,,480.0
2234388,180009414273,2018,Altos,PI,30.0,F,1,1,,,Altos,,,,,
2234986,180009495104,2018,Altos,PI,15.0,F,3,1,,,Altos,533.9,625.0,589.9,522.0,580.0
2239692,180009561020,2018,Altos,PI,17.0,M,3,1,,,Altos,468.6,557.1,479.8,455.1,280.0
2248230,180009463558,2018,Altos,PI,21.0,F,1,1,,,Teresina,647.4,671.8,627.7,671.9,940.0
2251843,180009447862,2018,Altos,PI,18.0,F,1,1,,,Altos,476.2,524.1,489.4,394.3,520.0
2254232,180009452311,2018,Altos,PI,25.0,M,1,1,,,Altos,431.0,475.5,409.0,521.0,500.0
2259145,180009448316,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,,453.8,508.4,,0.0
