,NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_ESC,TP_DEPENDENCIA_ADM_ESC,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
121133,180009162844,2018,Altos,PI,20.0,F,1,1,,,Altos,399.9,522.3,465.3,410.0,240.0
123763,180008421244,2018,Altos,PI,25.0,M,1,1,,,Altos,547.5,661.7,667.6,444.5,640.0
126541,180007402803,2018,Altos,PI,58.0,M,1,1,,,Altos,490.2,590.4,459.6,432.3,320.0
140674,180008614957,2018,Altos,PI,35.0,F,1,1,,,Altos,478.7,490.4,417.2,458.0,460.0
144751,180008768160,2018,Altos,PI,15.0,F,3,1,,,Altos,413.4,580.3,490.0,469.7,560.0
148288,180008395291,2018,Altos,PI,18.0,F,1,1,,,Altos,507.9,452.5,502.9,448.4,600.0
151166,180008787120,2018,Altos,PI,20.0,F,1,1,,,Altos,536.5,452.9,520.9,537.9,580.0
153775,180007892826,2018,Altos,PI,36.0,M,1,1,,,Altos,,,,,
157107,180009186600,2018,Altos,PI,18.0,F,1,1,,,Altos,474.3,537.5,527.1,464.2,700.0
158938,180008439149,2018,Altos,PI,21.0,M,1,1,,,Altos,561.1,635.9,495.3,605.1,580.0
159243,180008604925,2018,Altos,PI,23.0,M,1,1,,,Altos,539.1,625.4,606.9,547.6,780.0
162794,180007882798,2018,Altos,PI,20.0,F,1,1,,,Altos,498.2,631.4,557.9,416.8,420.0
169483,180008947354,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,477.3,549.8,533.3,533.2,760.0
172695,180009006691,2018,Altos,PI,22.0,F,1,1,,,Altos,443.6,470.1,356.6,392.8,260.0
186551,180008940413,2018,Altos,PI,21.0,F,1,1,,,Altos,416.2,482.8,497.9,408.0,520.0
189260,180008291646,2018,Altos,PI,19.0,M,1,1,,,Altos,437.3,494.9,506.2,551.3,600.0
191882,180007846717,2018,Altos,PI,22.0,F,1,1,,,Altos,408.8,0.0,0.0,456.4,260.0
204660,180008903461,2018,Altos,PI,42.0,M,2,2,Altos,2.0,Altos,,,,,
205942,180008653002,2018,Altos,PI,17.0,F,2,1,,,Altos,465.2,480.0,412.2,523.6,240.0
207348,180007187001,2018,Altos,PI,30.0,M,1,1,,,Belém,,664.3,535.7,,540.0
209126,180007820905,2018,Altos,PI,31.0,F,1,1,,,Teresina,,,,,
214363,180007239057,2018,Altos,PI,20.0,M,1,1,,,Altos,,,,,
215893,180008153109,2018,Altos,PI,,M,2,2,Altos,2.0,Altos,385.9,411.3,470.7,517.7,440.0
221649,180007818716,2018,Altos,PI,25.0,F,1,1,,,Altos,,,,,
222122,180008253367,2018,Altos,PI,27.0,F,1,1,,,Altos,,,,,
225107,180009118966,2018,Altos,PI,17.0,M,3,1,,,Altos,454.2,474.8,490.1,507.3,280.0
226769,180008100706,2018,Altos,PI,39.0,F,4,1,,,Altos,,639.2,542.9,,520.0
237665,180008493451,2018,Altos,PI,35.0,M,1,1,,,Altos,393.9,660.8,559.4,476.3,600.0
247023,180007935504,2018,Altos,PI,18.0,F,1,1,,,Altos,660.6,637.0,599.3,691.3,760.0
248185,180009046831,2018,Altos,PI,18.0,M,3,1,,,Altos,442.0,529.7,520.8,542.7,500.0
250304,180007759779,2018,Altos,PI,27.0,F,1,1,,,Altos,529.5,655.1,552.0,453.6,500.0
253523,180009053569,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,414.9,575.0,494.5,518.8,360.0
262841,180007460978,2018,Altos,PI,21.0,F,1,1,,,Altos,428.6,545.0,469.5,440.4,500.0
263597,180008367768,2018,Altos,PI,28.0,M,1,1,,,Altos,467.1,565.0,475.4,436.2,340.0
266387,180009034153,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,407.6,588.7,520.1,570.4,340.0
286442,180007265218,2018,Altos,PI,26.0,F,1,1,,,Altos,,,,,
291251,180008119452,2018,Altos,PI,22.0,F,1,1,,,Altos,455.9,593.2,514.7,483.9,720.0
292302,180008283436,2018,Altos,PI,20.0,M,1,1,,,Altos,,,,,
295822,180007203319,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,491.9,584.4,551.1,638.7,600.0
312299,180007277421,2018,Altos,PI,19.0,F,1,1,,,Altos,464.0,487.7,464.7,387.4,760.0
319570,180009188731,2018,Altos,PI,21.0,F,1,1,,,Altos,448.2,523.6,490.7,594.0,360.0
322064,180007822455,2018,Altos,PI,19.0,F,1,1,,,Altos,556.4,493.6,457.0,509.5,700.0
322312,180008324047,2018,Altos,PI,22.0,M,1,1,,,Altos,468.8,513.1,592.0,603.0,460.0
338150,180009073814,2018,Altos,PI,20.0,M,1,1,,,Altos,594.6,654.2,550.3,469.9,400.0
343772,180007213580,2018,Altos,PI,18.0,M,3,1,,,Altos,500.0,647.9,567.7,609.3,760.0
344364,180009051048,2018,Altos,PI,26.0,M,1,1,,,Teresina,467.0,523.0,413.3,374.5,360.0
353262,180007554319,2018,Altos,PI,19.0,F,1,1,,,Altos,484.9,590.8,547.9,404.3,540.0
358552,180009176484,2018,Altos,PI,17.0,F,2,1,Teresina,1.0,Altos,387.4,469.3,421.8,431.1,560.0
364887,180009008559,2018,Altos,PI,18.0,F,1,1,,,Altos,,479.2,470.0,,340.0
368285,180008925913,2018,Altos,PI,22.0,F,1,1,,,Altos,,,,,
372826,180008234305,2018,Altos,PI,21.0,M,1,1,,,Altos,542.1,638.4,576.2,578.3,800.0
379586,180008612529,2018,Altos,PI,16.0,F,3,1,,,Altos,518.5,466.4,396.6,426.7,600.0
381276,180008134607,2018,Altos,PI,19.0,F,1,1,,,Altos,575.2,661.9,605.1,553.1,880.0
388297,180008369532,2018,Altos,PI,25.0,F,1,1,,,Altos,412.4,405.5,509.0,408.2,440.0
405193,180008232076,2018,Altos,PI,26.0,M,1,1,,,Altos,,400.5,474.7,,0.0
407444,180008129765,2018,Altos,PI,19.0,M,1,1,,,Altos,433.8,628.6,603.7,628.8,600.0
411421,180008452967,2018,Altos,PI,22.0,F,1,1,,,Altos,,,,,
415922,180008127223,2018,Altos,PI,16.0,F,3,1,,,Altos,513.2,416.6,439.5,437.2,420.0
421627,180008242958,2018,Altos,PI,25.0,F,1,1,,,Piripiri,476.5,439.4,529.7,525.6,260.0
423046,180008361417,2018,Altos,PI,29.0,M,1,1,,,Altos,438.9,505.8,478.3,437.2,260.0
431985,180008243506,2018,Altos,PI,19.0,M,2,1,,,Altos,409.2,494.2,469.0,439.2,460.0
434379,180008983946,2018,Altos,PI,21.0,F,1,1,,,Altos,570.0,620.8,562.9,520.3,600.0
446892,180008873210,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,,581.0,548.4,,600.0
458955,180008171546,2018,Altos,PI,18.0,M,1,1,,,Altos,441.3,604.2,550.2,621.2,500.0
459667,180008891532,2018,Altos,PI,21.0,F,1,1,,,Altos,418.6,441.1,434.2,508.2,340.0
460472,180008155205,2018,Altos,PI,21.0,M,1,1,,,Altos,435.5,509.2,560.3,439.2,500.0
464512,180008253115,2018,Altos,PI,17.0,M,3,1,,,Altos,569.7,496.6,507.7,565.6,640.0
470788,180009068026,2018,Altos,PI,20.0,F,1,1,,,Altos,561.5,668.3,553.8,687.5,820.0
472664,180008121717,2018,Altos,PI,20.0,F,1,1,,,Altos,453.1,548.0,431.8,449.7,560.0
483981,180008311964,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,380.0,561.3,420.6,500.2,240.0
484854,180009344993,2018,Altos,PI,33.0,F,1,1,,,Altos,486.3,619.3,571.8,444.9,280.0
494416,180008726682,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,457.1,550.8,391.1,457.3,660.0
497038,180008471660,2018,Altos,PI,17.0,F,3,1,,,Altos,397.8,552.9,524.5,483.8,520.0
501820,180008632864,2018,Altos,PI,18.0,M,2,1,Teresina,1.0,Altos,552.5,637.3,576.2,650.1,680.0
506196,180008660058,2018,Altos,PI,22.0,F,1,1,,,Altos,431.2,435.2,356.8,381.8,400.0
518778,180008234869,2018,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,447.0,433.1,326.0,434.6,0.0
519327,180008127441,2018,Altos,PI,25.0,F,1,1,,,Altos,584.8,688.7,633.4,527.8,600.0
521186,180008874804,2018,Altos,PI,25.0,F,1,1,,,Altos,,,,,
523120,180008627681,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,431.1,587.1,447.8,474.2,560.0
524697,180008930902,2018,Altos,PI,18.0,M,1,1,,,Altos,523.2,636.7,567.9,699.0,880.0
527035,180008154857,2018,Altos,PI,32.0,F,1,1,,,Altos,507.9,566.5,498.0,400.8,620.0
532863,180008448805,2018,Altos,PI,19.0,F,1,1,,,Altos,,599.1,567.8,,720.0
536848,180008870141,2018,Altos,PI,23.0,M,1,1,,,Altos,,,,,
538271,180008170653,2018,Altos,PI,22.0,F,1,1,,,Altos,,,,,
543747,180009135405,2018,Altos,PI,22.0,F,1,1,,,Altos,650.9,705.0,618.6,704.6,880.0
544290,180008553421,2018,Altos,PI,22.0,F,1,1,,,Altos,,,,,
546770,180008431540,2018,Altos,PI,19.0,F,1,1,,,Altos,499.5,492.8,418.5,454.3,280.0
547592,180009031152,2018,Altos,PI,24.0,F,2,2,Altos,2.0,Altos,,,,,
563685,180008985360,2018,Altos,PI,31.0,F,1,1,,,Altos,523.4,606.9,541.6,454.3,380.0
568858,180009262678,2018,Altos,PI,31.0,F,1,1,,,Altos,412.5,498.3,478.4,394.5,340.0
580406,180008458637,2018,Altos,PI,27.0,F,1,1,,,Altos,,512.9,464.3,,320.0
582430,180008462324,2018,Altos,PI,20.0,F,1,1,,,Altos,458.6,607.7,543.6,467.3,620.0
587617,180008930774,2018,Altos,PI,35.0,F,1,1,,,Altos,,,,,
588190,180008233732,2018,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,426.1,428.7,353.4,445.3,360.0
590650,180008353369,2018,Altos,PI,28.0,F,1,1,,,Altos,474.1,623.4,516.2,464.7,600.0
593072,180008303029,2018,Altos,PI,20.0,M,1,1,,,Teresina,631.6,733.2,680.1,712.1,940.0
602573,180009250858,2018,Altos,PI,20.0,F,1,1,,,Altos,,,,,
604928,180009264709,2018,Altos,PI,19.0,M,1,1,,,Altos,413.4,481.3,465.1,602.6,560.0
609372,180008324605,2018,Altos,PI,28.0,F,1,1,,,Altos,,,,,
621844,180008177550,2018,Altos,PI,18.0,F,1,1,,,Altos,380.8,544.9,533.4,530.6,520.0
621852,180009017838,2018,Altos,PI,16.0,F,3,1,,,Altos,496.0,461.9,443.1,498.9,400.0
623300,180009257632,2018,Altos,PI,20.0,F,1,1,,,Altos,373.6,447.5,412.0,454.8,320.0
624205,180008887231,2018,Altos,PI,25.0,M,1,1,,,Altos,538.5,571.7,551.3,524.5,380.0
628079,180008338839,2018,Altos,PI,18.0,F,3,1,,,Altos,469.0,535.8,513.0,519.4,380.0
628769,180008342036,2018,Altos,PI,15.0,F,3,1,,,Altos,459.4,549.6,455.6,524.9,660.0
639473,180008334639,2018,Altos,PI,18.0,M,1,1,,,Altos,371.2,496.6,362.0,383.3,320.0
640586,180008966582,2018,Altos,PI,39.0,F,1,1,,,Altos,,,,,
641710,180009261020,2018,Altos,PI,20.0,F,1,1,,,Altos,387.0,417.9,520.1,402.0,400.0
643507,180009300424,2018,Altos,PI,21.0,F,1,1,,,Altos,486.7,596.2,525.0,393.4,360.0
651033,180009329639,2018,Altos,PI,18.0,F,1,1,,,Altos,564.1,662.7,621.8,704.0,680.0
658817,180009237914,2018,Altos,PI,20.0,F,1,1,,,Altos,471.4,478.0,449.6,422.5,320.0
667826,180008761656,2018,Altos,PI,18.0,F,2,1,Campo Maior,1.0,Altos,564.2,533.1,531.6,443.7,620.0
675331,180009101980,2018,Altos,PI,21.0,F,1,1,,,Altos,413.9,419.5,479.5,475.3,640.0
695234,180009048075,2018,Altos,PI,20.0,F,1,1,,,Altos,,,,,
696301,180008570325,2018,Altos,PI,43.0,F,1,1,,,Altos,438.8,619.4,508.8,543.1,520.0
700196,180008147877,2018,Altos,PI,20.0,M,1,1,,,Altos,509.7,624.0,608.7,651.2,480.0
706521,180009169193,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,391.5,469.9,399.1,424.5,320.0
707043,180008461337,2018,Altos,PI,18.0,F,1,1,,,Altos,,,,,
718696,180009323013,2018,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,480.6,515.3,444.5,562.8,320.0
723744,180008117794,2018,Altos,PI,28.0,F,1,1,,,Altos,487.7,631.1,545.5,640.1,660.0
726399,180009039238,2018,Altos,PI,18.0,M,1,1,,,Altos,418.4,658.3,563.8,595.2,420.0
735896,180008173287,2018,Altos,PI,19.0,F,1,1,,,Altos,539.6,455.8,507.2,532.5,680.0
743024,180008176394,2018,Altos,PI,22.0,F,1,1,,,Altos,392.4,407.1,402.7,497.3,500.0
744574,180008867563,2018,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,,497.8,562.3,,0.0
746399,180008991133,2018,Altos,PI,22.0,F,1,1,,,Altos,473.6,649.7,608.6,488.4,940.0
750249,180008877650,2018,Altos,PI,23.0,F,1,1,,,Altos,,,,,
751968,180008355994,2018,Altos,PI,16.0,F,3,1,,,Altos,578.4,535.1,586.4,680.0,620.0
752436,180009319698,2018,Altos,PI,19.0,F,1,1,,,Altos,402.9,411.0,450.2,421.8,340.0
754015,180008109327,2018,Altos,PI,23.0,F,1,1,,,Altos,,,,,
754898,180008170037,2018,Altos,PI,23.0,F,1,1,,,Altos,410.7,539.3,346.3,515.2,340.0
758429,180009019180,2018,Altos,PI,22.0,M,1,1,,,Altos,,,,,
765654,180008281839,2018,Altos,PI,23.0,F,1,1,,,Altos,394.3,473.3,418.6,435.5,500.0
766449,180008466709,2018,Altos,PI,32.0,F,1,1,,,Altos,646.7,659.9,633.0,700.4,660.0
772838,180008272382,2018,Altos,PI,15.0,F,3,1,,,Altos,515.2,491.7,397.8,469.9,320.0
774857,180008288715,2018,Altos,PI,18.0,M,2,1,,,Altos,547.3,629.4,527.8,487.9,760.0
782988,180009210535,2018,Altos,PI,21.0,F,1,1,,,Altos,567.3,630.5,570.7,500.0,560.0
787820,180008136387,2018,Altos,PI,21.0,M,1,1,,,Altos,460.8,545.8,422.7,427.6,280.0
797700,180009014747,2018,Altos,PI,20.0,F,1,1,,,Altos,423.8,520.9,480.2,524.4,560.0
802788,180008440587,2018,Altos,PI,23.0,F,1,1,,,Altos,400.4,581.4,518.6,401.1,380.0
811019,180008607100,2018,Altos,PI,25.0,M,1,1,,,Altos,533.5,476.2,505.1,428.3,480.0
811058,180008148727,2018,Altos,PI,29.0,F,1,1,,,Altos,,,,,
820977,180008108874,2018,Altos,PI,16.0,M,3,1,,,Altos,432.5,588.0,542.0,457.3,580.0
827393,180008138957,2018,Altos,PI,17.0,F,3,1,,,Altos,505.0,657.2,593.3,505.0,660.0
833218,180007398824,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,397.6,617.7,478.8,506.5,360.0
837401,180007396286,2018,Altos,PI,17.0,M,2,4,Teresina,4.0,Altos,684.2,693.3,664.9,742.0,880.0
844311,180007366914,2018,Altos,PI,20.0,M,1,1,,,Altos,451.5,598.1,603.2,443.3,600.0
848391,180007954729,2018,Altos,PI,17.0,F,2,2,Teresina,2.0,Teresina,544.3,647.7,658.8,667.0,780.0
853646,180009151437,2018,Altos,PI,23.0,F,1,1,,,Altos,438.9,579.6,563.1,417.2,540.0
866474,180007396996,2018,Altos,PI,23.0,F,1,1,,,Altos,521.8,631.0,649.9,563.0,580.0
866535,180009093068,2018,Altos,PI,18.0,F,1,1,,,Altos,454.0,524.9,452.7,429.6,620.0
868812,180007398267,2018,Altos,PI,38.0,M,1,1,,,Altos,451.7,595.0,508.0,406.3,140.0
871387,180009368669,2018,Altos,PI,19.0,F,1,1,,,Altos,,689.6,656.3,,760.0
872376,180007635782,2018,Altos,PI,19.0,M,2,1,,,Altos,387.6,405.5,457.9,464.5,320.0
875888,180007409992,2018,Altos,PI,15.0,F,3,1,,,Altos,378.4,430.8,451.8,496.8,640.0
878031,180007409184,2018,Altos,PI,16.0,M,3,1,,,Altos,490.8,573.6,459.5,625.0,360.0
879136,180009205571,2018,Altos,PI,17.0,M,2,1,Teresina,1.0,Altos,551.4,607.5,580.6,706.8,480.0
883290,180007957760,2018,Altos,PI,15.0,F,3,1,,,Altos,453.0,619.3,522.3,419.3,0.0
893444,180007412398,2018,Altos,PI,16.0,F,3,1,,,Altos,597.4,706.6,655.2,827.5,960.0
898550,180007679221,2018,Altos,PI,26.0,M,1,1,,,Altos,589.3,575.8,592.3,454.7,640.0
899508,180008563911,2018,Altos,PI,16.0,F,3,1,,,Altos,466.0,553.0,496.1,448.6,560.0
900661,180009168300,2018,Altos,PI,39.0,F,1,1,,,Altos,442.3,570.0,490.6,512.2,520.0
905791,180007983963,2018,Altos,PI,16.0,M,3,1,,,Altos,638.3,695.6,619.0,788.7,740.0
908821,180007381874,2018,Altos,PI,19.0,F,1,1,,,Altos,479.9,405.9,367.3,458.8,280.0
911965,180007630092,2018,Altos,PI,17.0,F,1,1,,,Altos,368.6,433.8,428.6,549.5,380.0
920513,180007638278,2018,Altos,PI,23.0,M,1,1,,,Altos,,,,,
920645,180009290186,2018,Altos,PI,18.0,M,2,1,,,Altos,552.6,635.6,578.6,612.4,600.0
925395,180008825084,2018,Altos,PI,20.0,F,1,1,,,Altos,432.4,518.6,519.3,540.4,760.0
935372,180008794366,2018,Altos,PI,18.0,M,1,1,,,Altos,,,,,
945148,180008770861,2018,Altos,PI,19.0,F,1,1,,,Altos,500.7,478.0,516.1,415.6,300.0
953761,180007651856,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,440.3,403.0,462.0,515.1,420.0
960933,180009217292,2018,Altos,PI,19.0,M,2,1,Teresina,1.0,Altos,604.7,659.2,601.5,709.9,820.0
965587,180009075655,2018,Altos,PI,18.0,F,1,1,,,Altos,508.6,615.3,592.4,478.7,760.0
974500,180008550888,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,476.0,477.0,434.5,442.1,320.0
977792,180008768769,2018,Altos,PI,17.0,M,1,1,,,Altos,,568.1,485.1,,340.0
990499,180007380643,2018,Altos,PI,23.0,F,1,1,,,Altos,471.1,437.9,430.4,403.6,600.0
992714,180007659921,2018,Altos,PI,25.0,F,1,1,,,Altos,391.2,441.1,400.0,424.6,360.0
997171,180007368381,2018,Altos,PI,18.0,M,1,1,,,Altos,455.4,616.2,544.0,632.1,580.0
999301,180007370972,2018,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,405.8,520.3,503.6,467.3,360.0
1001278,180007676032,2018,Altos,PI,21.0,F,1,1,,,Altos,470.5,610.7,596.2,450.0,540.0
1005993,180009149970,2018,Altos,PI,18.0,F,2,4,Altos,4.0,Altos,501.4,584.2,508.1,536.6,560.0
1010882,180007979300,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,,,,,
1013473,180009215971,2018,Altos,PI,30.0,F,1,1,,,Altos,528.5,561.5,473.5,440.0,300.0
1016889,180007953000,2018,Altos,PI,17.0,F,2,4,Altos,4.0,Altos,415.4,613.1,591.0,501.3,480.0
1030690,180007632693,2018,Altos,PI,20.0,F,1,1,,,Altos,428.1,544.7,450.0,396.9,340.0
1042846,180008567986,2018,Altos,PI,20.0,F,1,1,,,Altos,,,,,
1046509,180007659258,2018,Altos,PI,34.0,M,1,1,,,Altos,,,,,
1051207,180007934586,2018,Altos,PI,20.0,F,1,1,,,Altos,665.0,709.4,656.0,694.6,960.0
1056745,180007940965,2018,Altos,PI,19.0,F,1,1,,,Altos,506.2,420.1,391.3,480.5,560.0
1062604,180009157926,2018,Altos,PI,18.0,F,1,1,,,Altos,456.2,546.3,396.8,528.2,360.0
1090243,180008799404,2018,Altos,PI,17.0,M,2,4,Teresina,4.0,Altos,704.0,699.0,642.7,745.4,960.0
1090946,180008654076,2018,Altos,PI,18.0,F,1,1,,,Altos,389.8,563.0,524.3,524.2,560.0
1093366,180009291444,2018,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,,,,,
1098272,180007898941,2018,Altos,PI,17.0,M,1,1,,,Altos,572.3,651.0,560.6,597.9,460.0
1109565,180007909795,2018,Altos,PI,19.0,F,1,1,,,Altos,377.0,406.6,385.4,392.2,460.0
1113749,180009321722,2018,Altos,PI,22.0,F,1,1,,,Altos,411.7,500.8,422.3,476.6,420.0
1120350,180007714996,2018,Altos,PI,28.0,M,1,1,,,Altos,476.3,672.1,643.0,528.8,880.0
1131173,180009204576,2018,Altos,PI,18.0,M,1,1,,,Altos,438.1,481.4,405.9,670.0,680.0
1135553,180007688420,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,403.8,407.7,453.3,444.5,300.0
1145057,180007698964,2018,Altos,PI,25.0,M,1,1,,,Teresina,,668.2,603.1,,720.0
1145093,180008806914,2018,Altos,PI,28.0,F,1,1,,,Altos,424.6,608.7,488.5,604.6,540.0
1147673,180007707958,2018,Altos,PI,25.0,F,1,1,,,Altos,460.7,466.1,470.7,492.7,460.0
1151405,180009136759,2018,Altos,PI,27.0,F,2,2,Altos,2.0,Altos,,,,,
1151482,180007708877,2018,Altos,PI,19.0,F,1,1,,,Altos,585.0,624.9,595.4,725.8,880.0
1152813,180009272144,2018,Altos,PI,29.0,M,1,1,,,Altos,405.5,605.1,557.3,582.0,540.0
1154669,180007728379,2018,Altos,PI,15.0,F,3,1,,,Altos,400.1,482.9,518.3,409.6,540.0
1157270,180007705217,2018,Altos,PI,19.0,M,1,1,,,Altos,509.2,474.8,489.4,619.4,320.0
1157496,180007709756,2018,Altos,PI,18.0,F,1,1,,,Altos,629.6,684.9,668.5,745.6,440.0
1164671,180009315309,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,486.7,566.3,554.1,536.3,780.0
1178504,180007693401,2018,Altos,PI,20.0,F,1,1,,,Altos,493.6,568.7,583.3,658.4,340.0
1182600,180007722440,2018,Altos,PI,18.0,M,1,1,,,Altos,,424.6,517.9,,660.0
1184659,180007705903,2018,Altos,PI,23.0,F,1,1,,,Altos,420.0,614.9,486.7,510.4,500.0
1189384,180007692744,2018,Altos,PI,25.0,M,1,1,,,Altos,,,,,
1201157,180007710352,2018,Altos,PI,28.0,F,1,1,,,Altos,550.8,582.1,571.1,423.1,600.0
1204910,180007700908,2018,Altos,PI,27.0,F,1,1,,,Altos,420.0,588.0,454.8,436.7,560.0
1212917,180009362605,2018,Altos,PI,17.0,M,2,1,Teresina,1.0,Altos,531.4,663.8,614.9,710.7,780.0
1212991,180007569881,2018,Altos,PI,27.0,F,1,1,,,Altos,546.8,612.7,492.5,558.4,540.0
1215309,180007573423,2018,Altos,PI,25.0,F,1,1,,,Altos,491.7,502.9,479.6,505.3,360.0
1217289,180008675191,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,406.8,497.6,519.3,491.0,360.0
1220900,180009099535,2018,Altos,PI,23.0,F,1,1,,,Altos,506.1,561.2,565.3,656.5,520.0
1226085,180009185981,2018,Altos,PI,21.0,F,1,1,,,Altos,386.6,526.7,520.5,643.5,360.0
1230071,180007540267,2018,Altos,PI,21.0,M,1,1,,,Altos,419.6,543.5,522.3,452.0,340.0
1241740,180008848926,2018,Altos,PI,31.0,M,1,1,,,Altos,436.3,509.1,546.7,402.6,580.0
1243702,180009320043,2018,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,465.7,486.8,449.2,524.7,560.0
1248594,180008706220,2018,Altos,PI,31.0,F,1,1,,,Altos,408.6,477.6,410.8,408.7,320.0
1253258,180009105385,2018,Altos,PI,42.0,F,1,1,,,Altos,,,,,
1256590,180009260189,2018,Altos,PI,20.0,M,1,1,,,Altos,,,,,
1257557,180008555284,2018,Altos,PI,24.0,F,1,1,,,Altos,,536.8,502.1,,360.0
1262485,180009240088,2018,Altos,PI,17.0,F,3,1,,,Altos,463.1,464.2,509.3,383.9,400.0
1266473,180008736420,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,515.6,582.0,533.4,413.5,380.0
1275603,180008810816,2018,Altos,PI,19.0,F,1,1,,,Altos,450.9,445.9,445.2,510.0,360.0
1275740,180009028086,2018,Altos,PI,25.0,M,1,1,,,Altos,482.7,536.1,464.6,410.5,280.0
1277602,180008653565,2018,Altos,PI,21.0,F,1,1,,,Altos,532.6,619.7,514.5,423.0,320.0
1302320,180008623814,2018,Altos,PI,21.0,F,1,1,,,Altos,398.6,451.7,404.1,408.1,320.0
1306482,180008604398,2018,Altos,PI,26.0,M,1,1,,,Altos,479.5,667.8,572.4,706.8,560.0
1308224,180008992954,2018,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,463.1,528.9,442.4,499.4,600.0
1309449,180008817421,2018,Altos,PI,30.0,M,2,2,Altos,2.0,Altos,,,,,
1311239,180009073225,2018,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,390.2,435.1,529.9,398.5,540.0
1311504,180009049918,2018,Altos,PI,24.0,M,1,1,,,Altos,596.8,554.2,550.4,490.0,700.0
1314461,180008722105,2018,Altos,PI,18.0,F,1,1,,,Altos,468.8,500.7,436.6,502.9,600.0
