,NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_ESC,TP_DEPENDENCIA_ADM_ESC,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
104586,190001109215,2019,Altos,PI,22,M,1,1,,,Altos,,,,,
104608,190001109237,2019,Altos,PI,21,F,1,1,,,Altos,476.0,458.1,527.8,534.6,260.0
104673,190001109302,2019,Altos,PI,18,F,1,1,,,Altos,452.4,512.8,519.2,545.5,720.0
104676,190001109305,2019,Altos,PI,18,F,1,1,,,Altos,399.9,500.7,500.4,408.7,380.0
104827,190001109456,2019,Altos,PI,16,F,3,1,,,Altos,535.6,567.6,530.5,632.6,860.0
104955,190001109584,2019,Altos,PI,19,M,1,1,,,Teresina,,,,,
106230,190001110859,2019,Altos,PI,25,M,1,1,,,Altos,,,,,
106342,190001110971,2019,Altos,PI,18,F,1,1,,,Altos,506.2,521.4,512.8,437.6,580.0
106344,190001110973,2019,Altos,PI,26,M,1,1,,,Altos,522.1,571.4,495.2,597.0,600.0
106842,190001111471,2019,Altos,PI,17,F,2,2,Campo Maior,1.0,Altos,387.5,493.5,487.0,601.2,600.0
106877,190001111506,2019,Altos,PI,23,F,1,1,,,Altos,373.0,504.0,480.7,387.2,320.0
106889,190001111518,2019,Altos,PI,17,F,2,2,Teresina,2.0,Altos,566.2,592.3,588.9,612.3,640.0
106942,190001111571,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,507.8,475.2,437.8,455.6,540.0
107307,190001111936,2019,Altos,PI,26,M,3,1,,,Altos,443.6,430.9,458.5,506.5,0.0
107309,190001111938,2019,Altos,PI,26,M,1,1,,,Altos,,,,,
107356,190001111985,2019,Altos,PI,29,M,1,1,,,Altos,461.8,468.5,524.3,485.2,340.0
107445,190001112074,2019,Altos,PI,17,M,2,3,Campo Maior,4.0,Altos,637.4,670.2,623.1,864.5,820.0
107462,190001112091,2019,Altos,PI,20,F,1,1,,,Altos,486.2,551.9,533.2,479.8,760.0
107531,190001112160,2019,Altos,PI,23,F,1,1,,,Altos,503.4,519.2,533.0,498.6,580.0
107561,190001112190,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,434.1,374.9,476.7,465.4,520.0
107569,190001112198,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,458.6,568.4,546.7,529.6,660.0
108876,190001113505,2019,Altos,PI,24,F,1,1,,,Altos,,,,,
109011,190001113640,2019,Altos,PI,21,M,1,1,,,Altos,532.8,574.0,560.2,620.2,600.0
109017,190001113646,2019,Altos,PI,19,M,1,1,,,Altos,434.9,372.0,438.8,487.9,360.0
109042,190001113671,2019,Altos,PI,19,F,2,2,,,Altos,434.2,361.0,413.3,436.4,400.0
109113,190001113742,2019,Altos,PI,23,F,1,1,,,Altos,376.3,387.8,455.8,433.2,520.0
109171,190001113800,2019,Altos,PI,22,M,1,1,,,Altos,488.9,393.9,466.1,403.6,540.0
109210,190001113839,2019,Altos,PI,26,F,1,1,,,Altos,452.5,566.1,532.3,479.9,700.0
109356,190001113985,2019,Altos,PI,40,F,2,2,,,Altos,401.2,445.5,481.4,392.3,280.0
109362,190001113991,2019,Altos,PI,36,F,2,2,,,Altos,,,,,
109383,190001114012,2019,Altos,PI,19,M,1,1,,,Altos,569.6,544.8,567.7,639.7,940.0
109433,190001114062,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,375.0,337.0,446.1,373.8,500.0
109444,190001114073,2019,Altos,PI,16,M,3,1,,,Altos,674.9,633.8,584.4,816.0,960.0
109527,190001114156,2019,Altos,PI,44,F,1,1,,,Altos,,,,,
109606,190001114235,2019,Altos,PI,19,F,2,2,Teresina,2.0,Altos,411.2,415.6,342.2,417.6,0.0
109657,190001114286,2019,Altos,PI,17,F,3,1,,,Altos,461.2,456.7,551.6,503.8,580.0
109763,190001114392,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,485.3,440.6,538.6,488.4,560.0
109861,190001114490,2019,Altos,PI,17,M,2,2,,,Altos,423.1,530.4,449.0,599.2,460.0
109968,190001114597,2019,Altos,PI,25,F,1,1,,,Altos,561.1,601.3,578.1,638.7,520.0
110056,190001114685,2019,Altos,PI,24,F,1,1,,,Altos,402.3,476.6,498.3,551.4,520.0
110101,190001114730,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,436.6,385.9,435.5,488.7,480.0
110193,190001114822,2019,Altos,PI,24,M,1,1,,,Altos,,,,,
110373,190001115002,2019,Altos,PI,23,F,1,1,,,Altos,455.0,425.8,522.6,497.7,480.0
110414,190001115043,2019,Altos,PI,24,F,1,1,,,Altos,394.1,403.2,421.2,471.6,520.0
110432,190001115061,2019,Altos,PI,18,M,1,1,,,Altos,503.9,558.1,579.2,652.6,700.0
111540,190001116169,2019,Altos,PI,18,M,1,1,,,Altos,427.8,416.6,487.6,392.3,580.0
111686,190001116315,2019,Altos,PI,21,F,1,1,,,Altos,441.6,473.4,524.3,370.1,660.0
111696,190001116325,2019,Altos,PI,26,F,1,1,,,Altos,,,,,
111699,190001116328,2019,Altos,PI,33,M,1,1,,,Altos,346.0,408.4,473.9,409.4,540.0
111715,190001116344,2019,Altos,PI,19,M,1,1,,,Altos,418.3,454.4,501.2,415.9,560.0
111771,190001116400,2019,Altos,PI,20,M,2,2,Altos,2.0,Altos,341.3,392.4,442.4,597.7,540.0
111933,190001116562,2019,Altos,PI,20,M,1,1,,,Altos,412.3,381.2,364.1,430.1,440.0
111996,190001116625,2019,Altos,PI,27,F,1,1,,,Altos,454.8,527.3,440.7,605.7,580.0
112095,190001116724,2019,Altos,PI,23,F,1,1,,,Altos,466.6,518.5,565.0,504.0,520.0
112108,190001116737,2019,Altos,PI,37,M,1,1,,,Altos,432.2,524.5,523.3,450.3,560.0
112196,190001116825,2019,Altos,PI,21,M,1,1,,,Altos,,,,,
112278,190001116907,2019,Altos,PI,24,F,1,1,,,Altos,477.0,371.4,473.7,529.7,560.0
112308,190001116937,2019,Altos,PI,16,M,3,1,,,Altos,443.9,439.2,474.1,529.2,480.0
112349,190001116978,2019,Altos,PI,21,F,1,1,,,Altos,399.3,462.5,443.4,420.1,0.0
112366,190001116995,2019,Altos,PI,22,F,1,1,,,Altos,,465.8,505.6,,640.0
112369,190001116998,2019,Altos,PI,17,F,1,1,,,Altos,455.7,514.3,597.1,477.8,480.0
112432,190001117061,2019,Altos,PI,25,F,1,1,,,Altos,,,,,
112534,190001117163,2019,Altos,PI,23,F,1,1,,,Altos,351.4,460.7,441.0,394.9,360.0
112616,190001117245,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,570.1,537.1,530.0,603.1,720.0
112623,190001117252,2019,Altos,PI,20,M,1,1,,,Altos,597.7,569.6,622.5,689.5,940.0
112643,190001117272,2019,Altos,PI,15,M,3,1,,,Altos,410.9,427.2,473.5,593.0,460.0
112724,190001117353,2019,Altos,PI,19,M,1,1,,,Altos,488.8,541.5,497.4,417.4,660.0
112776,190001117405,2019,Altos,PI,21,F,2,2,Altos,2.0,Altos,426.1,439.6,422.0,461.1,400.0
113068,190001117697,2019,Altos,PI,19,F,1,1,,,Altos,600.2,620.9,577.1,652.4,840.0
113085,190001117714,2019,Altos,PI,42,F,1,1,,,Altos,464.6,476.7,513.2,361.2,0.0
113152,190001117781,2019,Altos,PI,23,F,1,1,,,Altos,442.3,546.5,483.8,405.9,440.0
113155,190001117784,2019,Altos,PI,21,F,1,1,,,Altos,526.0,539.2,531.8,454.0,520.0
113206,190001117835,2019,Altos,PI,18,F,2,2,Teresina,1.0,Altos,568.6,685.1,615.5,661.8,900.0
114582,190001119211,2019,Altos,PI,28,F,1,1,,,Barras,459.1,496.2,479.1,406.7,620.0
114754,190001119383,2019,Altos,PI,24,F,1,1,,,Campo Maior,,,,,
114854,190001119483,2019,Altos,PI,48,F,1,1,,,Altos,428.8,406.3,400.8,414.7,600.0
115137,190001119766,2019,Altos,PI,19,F,1,1,,,Altos,449.5,386.4,500.0,465.0,560.0
115217,190001119846,2019,Altos,PI,39,F,1,1,,,Altos,,,,,
115275,190001119904,2019,Altos,PI,25,F,1,1,,,Altos,,,,,
115276,190001119905,2019,Altos,PI,17,F,3,1,,,Altos,384.8,506.1,436.0,464.1,560.0
115282,190001119911,2019,Altos,PI,18,F,1,1,,,Altos,,,,,
115359,190001119988,2019,Altos,PI,33,F,2,2,Altos,2.0,Altos,377.7,357.8,355.3,373.7,640.0
115423,190001120052,2019,Altos,PI,17,F,1,1,,,Altos,604.3,581.9,584.4,570.1,740.0
115463,190001120092,2019,Altos,PI,17,M,2,2,Teresina,2.0,Altos,486.8,616.0,576.8,719.7,960.0
115476,190001120105,2019,Altos,PI,19,F,1,1,,,Altos,372.1,389.5,490.5,437.2,520.0
115499,190001120128,2019,Altos,PI,23,F,1,1,,,Altos,509.8,560.4,581.9,570.2,640.0
115539,190001120168,2019,Altos,PI,21,F,2,2,Altos,2.0,Altos,426.5,442.7,451.6,429.5,560.0
115574,190001120203,2019,Altos,PI,18,M,2,2,Teresina,2.0,Altos,411.5,476.4,477.8,468.3,500.0
115826,190001120455,2019,Altos,PI,27,F,1,1,,,Altos,464.9,535.4,524.0,578.1,680.0
115920,190001120549,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,385.6,486.2,473.3,364.0,500.0
116021,190001120650,2019,Altos,PI,30,M,1,1,,,Altos,,561.6,500.5,,540.0
116058,190001120687,2019,Altos,PI,47,M,1,1,,,Altos,483.4,583.3,547.3,635.5,560.0
116923,190001121552,2019,Altos,PI,21,M,2,2,Teresina,2.0,Altos,531.3,501.0,406.1,503.3,540.0
116944,190001121573,2019,Altos,PI,17,F,1,1,,,Altos,,438.4,410.0,,500.0
117027,190001121656,2019,Altos,PI,18,M,1,1,,,Altos,476.5,555.4,527.7,422.4,760.0
117097,190001121726,2019,Altos,PI,19,M,1,1,,,Altos,428.6,416.7,465.3,450.4,440.0
117313,190001121942,2019,Altos,PI,22,F,1,1,,,Altos,455.1,511.9,520.1,461.8,520.0
117314,190001121943,2019,Altos,PI,19,F,2,2,,,Altos,410.2,516.3,441.0,498.1,480.0
117473,190001122102,2019,Altos,PI,16,F,3,1,,,Altos,380.5,355.4,469.2,618.9,320.0
117616,190001122245,2019,Altos,PI,21,F,1,1,,,Altos,378.7,472.8,438.3,428.1,760.0
117755,190001122384,2019,Altos,PI,21,F,1,1,,,Altos,,,,,
117763,190001122392,2019,Altos,PI,16,F,3,1,,,Altos,491.2,496.3,504.6,531.7,860.0
117790,190001122419,2019,Altos,PI,18,F,1,1,,,Altos,359.7,465.3,495.8,472.9,520.0
117832,190001122461,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,418.8,430.4,353.2,426.0,400.0
117834,190001122463,2019,Altos,PI,41,F,1,1,,,Altos,527.8,571.2,565.0,436.6,600.0
117914,190001122543,2019,Altos,PI,28,M,1,1,,,Altos,498.5,622.7,535.4,577.8,480.0
118021,190001122650,2019,Altos,PI,17,F,3,1,,,Altos,528.0,536.1,532.0,483.4,640.0
118044,190001122673,2019,Altos,PI,23,M,1,1,,,Altos,442.7,389.9,371.1,422.5,320.0
118077,190001122706,2019,Altos,PI,20,M,1,1,,,Altos,,,,,
118103,190001122732,2019,Altos,PI,16,M,3,1,,,Altos,409.5,367.4,391.2,471.2,0.0
118179,190001122808,2019,Altos,PI,29,M,1,1,,,Altos,470.7,453.8,480.9,481.5,600.0
118957,190001123586,2019,Altos,PI,22,M,1,1,,,Altos,,580.7,538.0,,540.0
118985,190001123614,2019,Altos,PI,19,F,1,1,,,Altos,460.0,431.4,454.8,389.6,540.0
118987,190001123616,2019,Altos,PI,18,F,2,2,Teresina,1.0,Altos,545.7,578.7,553.2,621.0,860.0
118996,190001123625,2019,Altos,PI,19,M,1,1,,,Altos,408.8,467.2,387.9,383.2,480.0
119091,190001123720,2019,Altos,PI,18,F,1,1,,,Altos,,,,,
119272,190001123901,2019,Altos,PI,22,M,1,1,,,Altos,418.0,484.1,499.1,384.6,600.0
119288,190001123917,2019,Altos,PI,23,F,1,1,,,Altos,413.7,511.4,534.8,428.3,520.0
119327,190001123956,2019,Altos,PI,21,M,1,1,,,Altos,482.0,566.5,559.1,534.6,740.0
119543,190001124172,2019,Altos,PI,15,M,3,1,,,Altos,563.3,502.2,576.4,691.9,600.0
119631,190001124260,2019,Altos,PI,20,M,1,1,,,Altos,626.5,632.7,584.9,692.5,900.0
119674,190001124303,2019,Altos,PI,20,M,1,1,,,Altos,526.7,521.9,592.9,555.8,620.0
119690,190001124319,2019,Altos,PI,23,F,1,1,,,Altos,537.3,485.2,492.2,440.9,560.0
119790,190001124419,2019,Altos,PI,17,F,2,2,Teresina,2.0,Altos,550.2,592.3,562.6,684.0,900.0
119823,190001124452,2019,Altos,PI,29,M,1,1,,,Altos,,,,,
120056,190001124685,2019,Altos,PI,61,M,1,1,,,Teresina,,,,,
120078,190001124707,2019,Altos,PI,20,M,1,1,,,Altos,394.9,426.0,369.0,475.5,480.0
120746,190001125375,2019,Altos,PI,19,F,1,1,,,Altos,379.3,479.0,522.5,494.2,400.0
120790,190001125419,2019,Altos,PI,26,M,1,1,,,Altos,461.2,414.3,407.2,370.3,240.0
120798,190001125427,2019,Altos,PI,19,M,1,1,,,Altos,361.9,405.9,427.7,494.5,500.0
120823,190001125452,2019,Altos,PI,18,F,1,1,,,Altos,434.2,516.6,511.0,452.6,440.0
120919,190001125548,2019,Altos,PI,24,F,1,1,,,Altos,402.6,433.0,531.3,481.4,680.0
120945,190001125574,2019,Altos,PI,19,M,1,1,,,Altos,,,,,
121045,190001125674,2019,Altos,PI,21,M,1,1,,,Altos,518.8,595.4,568.3,655.6,540.0
121097,190001125726,2019,Altos,PI,20,F,1,1,,,Altos,391.5,473.1,495.6,409.2,540.0
121131,190001125760,2019,Altos,PI,17,F,3,1,,,Altos,444.2,404.7,434.2,369.4,500.0
121146,190001125775,2019,Altos,PI,26,F,1,1,,,Altos,,,,,
121292,190001125921,2019,Altos,PI,30,M,1,1,,,Altos,434.6,480.7,420.8,361.8,540.0
121318,190001125947,2019,Altos,PI,18,F,1,1,,,Altos,474.3,459.0,393.8,424.3,760.0
121372,190001126001,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,514.5,434.3,420.4,406.3,580.0
121485,190001126114,2019,Altos,PI,19,F,1,1,,,Altos,378.6,548.4,479.3,451.6,600.0
121498,190001126127,2019,Altos,PI,19,F,1,1,,,Teresina,451.9,521.1,526.9,396.6,680.0
121531,190001126160,2019,Altos,PI,22,F,1,1,,,Altos,531.6,521.0,555.8,535.8,600.0
121587,190001126216,2019,Altos,PI,33,F,1,1,,,Altos,651.5,598.6,622.4,696.7,800.0
121640,190001126269,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,,,,,
121778,190001126407,2019,Altos,PI,17,F,3,1,,,Altos,532.2,538.7,559.2,550.9,480.0
121795,190001126424,2019,Altos,PI,17,M,2,2,Teresina,1.0,Altos,521.3,520.3,542.7,593.4,740.0
121834,190001126463,2019,Altos,PI,20,F,1,1,,,Altos,677.7,681.2,659.8,847.5,940.0
122685,190001127314,2019,Altos,PI,16,F,3,1,,,Altos,420.0,519.6,514.5,477.2,760.0
122771,190001127400,2019,Altos,PI,19,M,1,1,,,Altos,586.1,573.1,575.7,607.8,880.0
122777,190001127406,2019,Altos,PI,17,F,2,2,,,Altos,,,,,
122854,190001127483,2019,Altos,PI,18,F,1,1,,,Altos,475.1,503.3,511.9,453.2,580.0
122857,190001127486,2019,Altos,PI,19,F,1,1,,,Altos,,,,,
123039,190001127668,2019,Altos,PI,18,F,1,1,,,Altos,464.8,488.6,530.5,610.4,680.0
123043,190001127672,2019,Altos,PI,22,M,1,1,,,Teresina,401.6,397.5,411.0,375.4,420.0
123114,190001127743,2019,Altos,PI,16,F,3,1,,,Altos,463.2,505.5,549.6,498.0,540.0
123149,190001127778,2019,Altos,PI,17,F,1,1,,,Altos,509.4,563.2,525.6,585.8,720.0
123157,190001127786,2019,Altos,PI,22,M,1,1,,,Altos,424.1,441.1,493.3,406.7,520.0
123182,190001127811,2019,Altos,PI,19,M,1,1,,,Altos,517.4,345.4,447.6,367.2,360.0
123396,190001128025,2019,Altos,PI,18,M,1,1,,,Altos,496.9,578.7,585.9,731.3,800.0
123592,190001128221,2019,Altos,PI,30,M,1,1,,,Altos,389.1,442.3,476.5,381.0,400.0
123679,190001128308,2019,Altos,PI,21,F,1,1,,,José de Freitas,422.0,331.9,490.3,371.9,560.0
123708,190001128337,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,498.8,542.4,508.9,556.4,620.0
123765,190001128394,2019,Altos,PI,16,F,3,1,,,Altos,477.4,530.8,560.6,568.3,540.0
124692,190001129321,2019,Altos,PI,18,F,1,1,,,Altos,553.1,623.6,580.0,438.5,660.0
124707,190001129336,2019,Altos,PI,18,M,1,1,,,Altos,589.5,608.2,568.7,735.0,820.0
124709,190001129338,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,368.9,439.4,484.5,443.8,840.0
124815,190001129444,2019,Altos,PI,24,F,1,1,,,Altos,395.7,403.3,507.3,439.1,500.0
124832,190001129461,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,382.3,443.2,538.8,466.8,640.0
124885,190001129514,2019,Altos,PI,22,M,1,1,,,Altos,,,,,
124949,190001129578,2019,Altos,PI,18,F,2,2,Teresina,1.0,Altos,470.5,459.6,552.9,525.6,940.0
125112,190001129741,2019,Altos,PI,27,M,1,1,,,Altos,,,,,
125271,190001129900,2019,Altos,PI,22,F,1,1,,,Altos,373.8,464.0,517.5,430.3,660.0
125306,190001129935,2019,Altos,PI,18,F,1,1,,,Altos,,,,,
125426,190001130055,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,366.1,463.1,494.9,392.8,460.0
