,NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_ESC,TP_DEPENDENCIA_ADM_ESC,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
125535,190001130164,2019,Altos,PI,17,F,3,1,,,Altos,543.2,518.8,537.5,550.0,580.0
125591,190001130220,2019,Altos,PI,26,F,1,1,,,Altos,430.8,459.1,440.1,400.0,560.0
125621,190001130250,2019,Altos,PI,20,F,1,1,,,Altos,506.7,397.7,378.9,465.7,780.0
125757,190001130386,2019,Altos,PI,18,F,1,1,,,Altos,369.9,411.5,397.9,450.4,540.0
125777,190001130406,2019,Altos,PI,17,M,2,2,Teresina,2.0,Altos,500.8,568.5,535.6,638.5,680.0
125813,190001130442,2019,Altos,PI,22,F,1,1,,,Teresina,547.7,539.9,512.4,394.3,780.0
125872,190001130501,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,434.9,511.7,499.8,443.0,580.0
125915,190001130544,2019,Altos,PI,21,F,1,1,,,Altos,388.5,372.6,459.0,492.2,540.0
126224,190001130853,2019,Altos,PI,28,M,1,1,,,Altos,,,,,
127185,190001131814,2019,Altos,PI,19,M,1,1,,,Altos,329.4,486.1,437.2,665.9,760.0
127234,190001131863,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,384.7,358.5,482.9,365.6,0.0
127250,190001131879,2019,Altos,PI,18,M,1,1,,,Altos,,,,,
127346,190001131975,2019,Altos,PI,26,M,1,1,,,Altos,461.3,650.3,577.1,573.8,780.0
127392,190001132021,2019,Altos,PI,19,M,1,1,,,Altos,554.8,574.1,544.3,398.9,540.0
127435,190001132064,2019,Altos,PI,18,F,1,1,,,Altos,515.8,589.0,612.1,412.7,720.0
127487,190001132116,2019,Altos,PI,19,M,2,2,Altos,2.0,Altos,,,,,
127793,190001132422,2019,Altos,PI,21,M,2,2,,,Altos,391.1,452.7,470.4,497.7,540.0
127909,190001132538,2019,Altos,PI,33,F,1,1,,,Altos,436.3,433.8,414.2,359.5,540.0
128002,190001132631,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,427.6,371.5,455.5,401.9,540.0
128073,190001132702,2019,Altos,PI,20,F,1,1,,,Altos,463.7,509.6,507.9,479.0,560.0
128140,190001132769,2019,Altos,PI,19,F,1,1,,,Altos,396.3,411.3,431.2,408.8,340.0
128173,190001132802,2019,Altos,PI,30,F,1,1,,,Altos,,,,,
128235,190001132864,2019,Altos,PI,21,F,1,1,,,Altos,573.5,542.8,575.9,586.9,660.0
128528,190001133157,2019,Altos,PI,25,M,1,1,,,Altos,411.6,379.8,559.8,578.2,600.0
338208,190001342844,2019,Altos,PI,22,F,1,1,,,Petrolina,,,,,
379633,190001384269,2019,Altos,PI,19,F,1,1,,,Caruaru,494.0,545.9,548.3,490.9,760.0
883331,190001887979,2019,Altos,PI,34,F,1,1,,,Pedreira,,,,,
904699,190001909347,2019,Altos,PI,41,F,1,1,,,Altos,,,,,
904725,190001909373,2019,Altos,PI,19,F,1,1,,,Altos,381.4,389.8,496.4,437.9,500.0
904837,190001909485,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,498.2,551.2,517.5,547.4,780.0
904919,190001909567,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,566.9,604.3,556.9,647.5,620.0
904993,190001909641,2019,Altos,PI,21,M,1,1,,,Altos,403.6,528.6,551.4,558.8,620.0
905011,190001909659,2019,Altos,PI,22,M,1,1,,,Altos,363.7,436.3,496.0,411.3,540.0
905019,190001909667,2019,Altos,PI,19,F,1,1,,,Altos,,,,,
905176,190001909824,2019,Altos,PI,19,F,1,1,,,Altos,551.8,395.9,444.5,405.2,500.0
905233,190001909881,2019,Altos,PI,18,F,1,1,,,Altos,359.6,513.8,509.3,405.2,600.0
905252,190001909900,2019,Altos,PI,19,M,2,2,Altos,2.0,Altos,412.6,418.8,471.3,371.4,480.0
905293,190001909941,2019,Altos,PI,22,M,1,1,,,Altos,479.5,508.2,547.2,583.8,580.0
905327,190001909975,2019,Altos,PI,22,F,2,2,Altos,2.0,Altos,,,,,
905339,190001909987,2019,Altos,PI,19,F,1,1,,,Altos,,,,,
905346,190001909994,2019,Altos,PI,18,F,1,1,,,Altos,415.3,564.0,501.4,455.5,700.0
905480,190001910128,2019,Altos,PI,20,F,1,1,,,Altos,433.5,441.8,513.9,494.4,660.0
905512,190001910160,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,404.1,562.9,515.5,444.6,640.0
905517,190001910165,2019,Altos,PI,25,M,1,1,,,Altos,562.7,396.6,547.9,501.2,840.0
905644,190001910292,2019,Altos,PI,28,F,1,1,,,Altos,403.8,425.7,473.3,540.9,520.0
905668,190001910316,2019,Altos,PI,20,M,1,1,,,Altos,,,,,
908370,190001913018,2019,Altos,PI,42,F,1,1,,,Altos,,,,,
908408,190001913056,2019,Altos,PI,33,M,1,1,,,Altos,340.6,421.7,460.5,449.0,560.0
908581,190001913229,2019,Altos,PI,26,M,1,1,,,Altos,494.1,652.1,618.8,503.3,540.0
908607,190001913255,2019,Altos,PI,18,F,2,2,Teresina,2.0,Altos,460.4,485.2,541.1,511.4,640.0
908608,190001913256,2019,Altos,PI,18,F,2,2,,,Altos,349.0,443.4,515.9,365.4,460.0
908648,190001913296,2019,Altos,PI,17,F,3,1,,,Altos,413.9,455.9,491.8,400.0,380.0
908660,190001913308,2019,Altos,PI,17,F,2,2,,,Altos,561.8,552.2,551.8,606.6,880.0
908750,190001913398,2019,Altos,PI,19,F,1,1,,,Altos,461.3,337.5,456.0,391.1,600.0
908837,190001913485,2019,Altos,PI,35,M,1,1,,,Altos,382.3,465.9,450.3,430.5,480.0
908840,190001913488,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,573.3,490.7,549.3,464.4,640.0
908879,190001913527,2019,Altos,PI,22,F,1,1,,,Altos,562.3,491.5,484.5,468.1,740.0
908951,190001913599,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,460.6,485.1,546.5,632.2,440.0
908954,190001913602,2019,Altos,PI,20,M,1,1,,,Altos,422.3,449.3,552.3,474.0,640.0
908979,190001913627,2019,Altos,PI,17,M,2,3,Altos,2.0,Altos,540.0,415.9,468.0,570.5,600.0
909025,190001913673,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,477.1,582.5,551.9,408.4,660.0
909026,190001913674,2019,Altos,PI,16,M,3,1,,,Altos,428.6,525.1,519.8,440.8,620.0
909154,190001913802,2019,Altos,PI,22,F,1,1,,,Altos,433.7,451.3,504.3,396.7,680.0
909170,190001913818,2019,Altos,PI,29,F,1,1,,,Altos,,436.1,531.6,,580.0
909233,190001913881,2019,Altos,PI,17,M,2,2,Teresina,2.0,Altos,583.9,506.8,566.9,656.7,660.0
909256,190001913904,2019,Altos,PI,35,F,1,1,,,Altos,432.3,564.0,536.2,483.8,520.0
909259,190001913907,2019,Altos,PI,23,M,1,1,,,Altos,602.7,602.6,570.1,644.2,600.0
909411,190001914059,2019,Altos,PI,20,F,1,1,,,Altos,419.6,446.8,403.9,408.5,420.0
909425,190001914073,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,425.5,449.9,392.2,481.5,600.0
912125,190001916773,2019,Altos,PI,19,F,1,1,,,Altos,404.0,534.6,538.8,471.8,600.0
912325,190001916973,2019,Altos,PI,18,M,2,2,,,Altos,399.2,367.3,453.6,426.3,280.0
912385,190001917033,2019,Altos,PI,22,F,1,1,,,Altos,500.0,473.2,505.0,437.5,520.0
912472,190001917120,2019,Altos,PI,25,F,1,1,,,Altos,426.2,356.2,477.7,440.1,600.0
912525,190001917173,2019,Altos,PI,19,F,1,1,,,Altos,510.4,420.8,476.3,432.0,480.0
912648,190001917296,2019,Altos,PI,21,F,3,1,,,Altos,375.0,342.8,339.4,429.8,320.0
912676,190001917324,2019,Altos,PI,16,F,2,2,Altos,2.0,Altos,433.3,477.6,547.3,495.2,620.0
912909,190001917557,2019,Altos,PI,21,F,1,1,,,Altos,408.3,485.8,505.1,517.8,660.0
912995,190001917643,2019,Altos,PI,22,M,1,1,,,Altos,423.3,529.1,471.7,374.0,560.0
915720,190001920368,2019,Altos,PI,21,F,1,1,,,Altos,,,,,
915747,190001920395,2019,Altos,PI,21,F,1,1,,,Altos,,,,,
915825,190001920473,2019,Altos,PI,24,F,1,1,,,Altos,492.2,495.6,491.1,441.8,580.0
915890,190001920538,2019,Altos,PI,21,F,2,2,Altos,2.0,Altos,477.5,442.8,476.1,547.2,500.0
915962,190001920610,2019,Altos,PI,19,F,1,1,,,Altos,541.1,505.8,469.1,569.8,880.0
915980,190001920628,2019,Altos,PI,18,F,1,1,,,Altos,470.0,542.2,548.0,608.1,680.0
915988,190001920636,2019,Altos,PI,16,F,2,2,Altos,2.0,Altos,,,,,
916012,190001920660,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,458.9,518.5,551.2,446.4,540.0
916019,190001920667,2019,Altos,PI,28,F,1,1,,,Altos,477.9,598.2,578.6,530.8,520.0
916081,190001920729,2019,Altos,PI,31,M,1,1,,,Altos,550.9,540.1,544.4,427.8,640.0
916145,190001920793,2019,Altos,PI,18,F,1,1,,,Altos,386.6,421.5,433.2,447.9,540.0
916406,190001921054,2019,Altos,PI,20,F,1,1,,,Altos,436.4,422.8,449.3,398.0,620.0
916458,190001921106,2019,Altos,PI,23,F,1,1,,,Altos,400.0,393.0,430.8,550.7,480.0
916542,190001921190,2019,Altos,PI,26,F,1,1,,,Altos,442.8,451.8,466.1,409.0,460.0
916840,190001921488,2019,Altos,PI,20,F,1,1,,,Altos,399.9,409.6,486.2,470.9,560.0
919456,190001924104,2019,Altos,PI,34,F,1,1,,,Altos,471.9,433.6,469.5,489.5,360.0
919520,190001924168,2019,Altos,PI,35,M,1,1,,,Altos,411.9,462.8,353.5,403.1,0.0
919596,190001924244,2019,Altos,PI,24,M,1,1,,,Altos,431.3,534.4,525.5,480.8,340.0
919633,190001924281,2019,Altos,PI,21,M,1,1,,,Altos,,583.8,580.6,,780.0
919809,190001924457,2019,Altos,PI,22,M,1,1,,,Altos,464.4,541.3,509.6,592.1,580.0
919811,190001924459,2019,Altos,PI,32,M,1,1,,,Altos,378.5,495.7,406.7,402.1,440.0
919878,190001924526,2019,Altos,PI,16,M,2,2,,,Altos,494.6,636.5,538.4,617.5,640.0
919890,190001924538,2019,Altos,PI,18,M,2,2,Teresina,2.0,Altos,477.4,523.7,496.1,576.0,620.0
920014,190001924662,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,512.5,507.7,582.1,558.9,600.0
920028,190001924676,2019,Altos,PI,18,M,1,1,,,Altos,403.1,455.8,477.5,391.0,540.0
920064,190001924712,2019,Altos,PI,20,M,1,1,,,Altos,,,,,
920096,190001924744,2019,Altos,PI,20,M,1,1,,,Teresina,,,,,
920129,190001924777,2019,Altos,PI,19,M,1,1,,,Altos,422.8,366.3,460.9,512.8,480.0
920228,190001924876,2019,Altos,PI,22,M,1,1,,,Altos,423.2,429.0,479.9,421.8,300.0
920387,190001925035,2019,Altos,PI,20,M,1,1,,,Altos,452.6,406.7,475.5,427.0,500.0
920409,190001925057,2019,Altos,PI,19,F,1,1,,,Altos,379.8,447.3,445.7,412.5,580.0
920471,190001925119,2019,Altos,PI,20,F,1,1,,,Altos,425.2,491.2,538.2,509.5,580.0
920481,190001925129,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,466.4,404.9,431.8,544.1,600.0
920563,190001925211,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,388.8,464.0,421.9,409.5,540.0
923190,190001927838,2019,Altos,PI,21,F,1,1,,,Altos,444.5,507.5,546.5,397.1,520.0
923325,190001927973,2019,Altos,PI,33,M,1,1,,,Altos,515.8,604.0,609.1,542.3,600.0
923339,190001927987,2019,Altos,PI,31,M,2,2,Altos,2.0,Altos,505.6,563.0,549.4,465.8,500.0
923416,190001928064,2019,Altos,PI,19,M,1,1,,,Altos,387.5,369.8,412.7,401.5,580.0
923489,190001928137,2019,Altos,PI,31,F,1,1,,,Altos,454.0,492.8,472.5,389.1,560.0
923501,190001928149,2019,Altos,PI,17,M,3,1,,,Altos,523.9,539.1,507.0,596.3,980.0
923680,190001928328,2019,Altos,PI,20,M,1,1,,,Altos,529.8,589.9,546.3,446.0,780.0
923837,190001928485,2019,Altos,PI,17,M,2,2,Teresina,2.0,Altos,470.1,514.0,560.5,556.3,580.0
923860,190001928508,2019,Altos,PI,41,F,2,2,Altos,2.0,Altos,406.6,538.8,529.4,398.5,360.0
923916,190001928564,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,476.7,337.2,392.3,401.9,400.0
923930,190001928578,2019,Altos,PI,18,F,2,2,Teresina,2.0,Altos,448.6,510.9,568.7,457.3,560.0
924027,190001928675,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,403.7,455.0,499.9,583.2,720.0
926784,190001931432,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,444.9,536.1,562.7,490.6,760.0
926879,190001931527,2019,Altos,PI,20,M,2,2,Altos,2.0,Altos,,,,,
926919,190001931567,2019,Altos,PI,23,F,1,1,,,Altos,444.4,469.9,511.2,433.2,640.0
926943,190001931591,2019,Altos,PI,36,M,1,1,,,Altos,499.1,601.5,592.7,710.4,600.0
927019,190001931667,2019,Altos,PI,25,F,1,1,,,Altos,520.3,516.3,542.2,466.9,740.0
927220,190001931868,2019,Altos,PI,17,M,1,1,,,Altos,377.1,424.4,415.1,361.6,400.0
927236,190001931884,2019,Altos,PI,24,M,1,1,,,Altos,455.4,553.6,535.9,631.5,520.0
927272,190001931920,2019,Altos,PI,27,F,1,1,,,Altos,,,,,
927296,190001931944,2019,Altos,PI,18,M,1,1,,,Altos,541.2,426.3,514.5,612.5,240.0
927370,190001932018,2019,Altos,PI,19,F,1,1,,,Altos,495.5,488.9,536.0,502.5,740.0
927621,190001932269,2019,Altos,PI,24,M,1,1,,,Altos,516.9,471.1,495.7,399.9,520.0
927695,190001932343,2019,Altos,PI,19,F,1,1,,,Altos,453.9,588.7,557.3,528.7,600.0
927721,190001932369,2019,Altos,PI,20,F,1,1,,,Altos,,485.9,509.5,,500.0
927762,190001932410,2019,Altos,PI,18,M,1,1,,,Altos,418.9,439.8,442.6,501.6,560.0
927774,190001932422,2019,Altos,PI,29,M,1,1,,,Altos,,,,,
927841,190001932489,2019,Altos,PI,40,F,1,1,,,Altos,344.5,466.1,510.7,399.7,480.0
930427,190001935075,2019,Altos,PI,16,F,3,1,,,Altos,482.9,532.6,536.5,582.4,620.0
930522,190001935170,2019,Altos,PI,21,F,1,1,,,Altos,435.7,534.5,523.3,384.5,480.0
930656,190001935304,2019,Altos,PI,19,F,1,1,,,Altos,481.6,429.9,528.8,429.5,640.0
930700,190001935348,2019,Altos,PI,30,F,1,1,,,Altos,390.5,430.2,430.0,453.7,580.0
930795,190001935443,2019,Altos,PI,18,F,1,1,,,Teresina,447.8,386.3,509.7,478.4,460.0
930831,190001935479,2019,Altos,PI,23,F,1,1,,,Altos,460.8,493.3,523.3,440.7,540.0
930895,190001935543,2019,Altos,PI,18,M,1,1,,,Altos,388.2,339.7,476.2,400.7,540.0
930925,190001935573,2019,Altos,PI,20,F,1,1,,,Altos,652.6,601.3,603.6,616.6,700.0
930975,190001935623,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,519.5,395.2,418.2,386.8,380.0
931031,190001935679,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,,,,,
931046,190001935694,2019,Altos,PI,21,F,1,1,,,Altos,393.3,391.3,559.6,657.2,700.0
931183,190001935831,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,346.7,382.7,508.9,400.2,560.0
931220,190001935868,2019,Altos,PI,18,M,2,2,,,Altos,589.1,592.9,570.4,642.5,820.0
931366,190001936014,2019,Altos,PI,28,M,1,1,,,Altos,,490.9,448.1,,500.0
934196,190001938844,2019,Altos,PI,30,M,1,1,,,Altos,484.0,397.1,433.5,569.0,660.0
934295,190001938943,2019,Altos,PI,31,M,1,1,,,Altos,,,,,
934326,190001938974,2019,Altos,PI,19,M,1,1,,,Altos,,,,,
934480,190001939128,2019,Altos,PI,16,F,3,1,,,Altos,380.8,488.1,472.6,386.0,520.0
934586,190001939234,2019,Altos,PI,18,F,2,3,Altos,4.0,Altos,537.6,548.0,582.8,548.1,820.0
934642,190001939290,2019,Altos,PI,19,F,1,1,,,Altos,,,,,
934670,190001939318,2019,Altos,PI,18,F,1,1,,,Altos,515.3,566.5,566.2,572.4,600.0
934818,190001939466,2019,Altos,PI,17,F,2,3,Teresina,4.0,Altos,634.1,703.1,647.7,719.6,960.0
934845,190001939493,2019,Altos,PI,19,M,2,2,Altos,2.0,Altos,,,,,
934992,190001939640,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,493.5,376.7,461.4,432.3,0.0
935017,190001939665,2019,Altos,PI,23,M,1,1,,,Altos,355.8,448.4,383.0,376.6,260.0
935031,190001939679,2019,Altos,PI,25,M,1,1,,,Altos,477.1,556.8,516.1,425.3,500.0
935159,190001939807,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,406.1,514.3,453.6,489.4,560.0
937888,190001942536,2019,Altos,PI,19,F,1,1,,,Altos,426.7,471.5,421.6,471.4,540.0
937924,190001942572,2019,Altos,PI,21,F,1,1,,,Altos,443.7,542.9,517.1,397.8,620.0
938024,190001942672,2019,Altos,PI,21,F,1,1,,,Altos,456.5,340.7,405.5,422.5,280.0
938196,190001942844,2019,Altos,PI,20,F,1,1,,,Altos,405.6,561.5,535.3,582.3,820.0
938358,190001943006,2019,Altos,PI,19,M,2,2,Altos,2.0,Altos,409.6,485.5,535.5,437.4,620.0
938446,190001943094,2019,Altos,PI,16,M,3,1,,,Altos,451.8,527.4,524.4,630.3,560.0
938473,190001943121,2019,Altos,PI,20,F,2,2,Altos,2.0,Altos,,363.1,477.8,,600.0
938500,190001943148,2019,Altos,PI,17,M,2,3,Altos,4.0,Altos,460.3,567.1,564.4,498.3,620.0
938599,190001943247,2019,Altos,PI,19,F,1,1,,,Altos,461.7,449.2,521.9,433.5,460.0
938650,190001943298,2019,Altos,PI,21,F,1,1,,,Altos,449.6,482.0,456.9,405.2,420.0
938673,190001943321,2019,Altos,PI,26,F,1,1,,,Altos,379.6,440.3,397.1,466.3,200.0
938715,190001943363,2019,Altos,PI,36,F,1,1,,,Altos,544.8,602.0,602.7,549.9,620.0
938788,190001943436,2019,Altos,PI,24,F,1,1,,,Altos,,,,,
938791,190001943439,2019,Altos,PI,22,M,1,1,,,Altos,431.0,446.0,468.1,408.2,460.0
941420,190001946068,2019,Altos,PI,24,M,1,1,,,Altos,605.7,580.1,616.3,704.4,920.0
941483,190001946131,2019,Altos,PI,17,M,2,2,Altos,2.0,Altos,373.6,506.5,568.1,459.0,740.0
941780,190001946428,2019,Altos,PI,19,F,1,1,,,Altos,462.9,420.9,517.3,549.5,620.0
941831,190001946479,2019,Altos,PI,18,F,1,1,,,Altos,,,,,
941855,190001946503,2019,Altos,PI,24,F,1,1,,,Altos,466.9,515.6,456.4,383.2,640.0
942066,190001946714,2019,Altos,PI,18,F,1,1,,,Altos,340.9,392.9,431.2,371.9,500.0
942105,190001946753,2019,Altos,PI,16,F,3,1,,,Altos,411.8,461.5,482.3,403.0,460.0
942136,190001946784,2019,Altos,PI,21,M,1,1,,,Altos,549.5,567.7,589.2,656.0,680.0
942204,190001946852,2019,Altos,PI,15,M,3,1,,,Altos,585.7,634.4,570.7,677.2,840.0
942260,190001946908,2019,Altos,PI,18,F,2,2,Teresina,2.0,Altos,463.2,552.4,560.4,398.3,680.0
942269,190001946917,2019,Altos,PI,25,F,1,1,,,Altos,480.3,552.6,573.6,443.8,620.0
942304,190001946952,2019,Altos,PI,20,M,1,1,,,Altos,468.8,431.0,523.6,440.2,460.0
942400,190001947048,2019,Altos,PI,18,M,2,2,,,Altos,377.4,395.9,503.4,411.7,360.0
942405,190001947053,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,456.1,396.2,547.6,427.4,480.0
942431,190001947079,2019,Altos,PI,23,F,1,1,,,Altos,407.9,418.1,364.8,401.6,480.0
942434,190001947082,2019,Altos,PI,18,F,2,2,Teresina,1.0,Altos,600.8,614.5,600.3,691.7,960.0
942454,190001947102,2019,Altos,PI,32,F,1,1,,,Altos,418.1,539.9,503.3,395.3,460.0
942460,190001947108,2019,Altos,PI,19,F,1,1,,,Altos,422.3,430.8,521.5,434.9,600.0
942507,190001947155,2019,Altos,PI,29,F,1,1,,,Altos,,,,,
945100,190001949748,2019,Altos,PI,27,M,1,1,,,Altos,,,,,
945200,190001949848,2019,Altos,PI,44,M,1,1,,,Altos,472.5,569.5,543.0,501.9,640.0
945230,190001949878,2019,Altos,PI,27,M,1,1,,,Altos,,,,,
945343,190001949991,2019,Altos,PI,16,M,2,2,Bom Jesus,2.0,Altos,,,,,
945395,190001950043,2019,Altos,PI,24,F,1,1,,,Altos,476.4,514.0,508.8,528.7,640.0
945506,190001950154,2019,Altos,PI,31,F,1,1,,,Altos,479.1,401.9,512.8,487.4,500.0
945527,190001950175,2019,Altos,PI,34,M,1,1,,,Altos,417.9,393.6,435.2,421.0,280.0
945569,190001950217,2019,Altos,PI,23,F,1,1,,,Altos,420.7,570.1,472.8,461.2,440.0
945640,190001950288,2019,Altos,PI,22,F,1,1,,,Altos,,,,,
945747,190001950395,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,405.6,371.9,438.1,445.6,460.0
945792,190001950440,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,398.6,413.8,404.3,459.7,680.0
945815,190001950463,2019,Altos,PI,19,F,2,2,Altos,2.0,Altos,,,,,
945888,190001950536,2019,Altos,PI,20,F,1,1,,,Altos,,,,,
945962,190001950610,2019,Altos,PI,28,F,1,1,,,Altos,,,,,
946072,190001950720,2019,Altos,PI,23,F,1,1,,,Altos,,,,,
948771,190001953419,2019,Altos,PI,27,F,1,1,,,Altos,478.6,531.5,526.3,447.2,620.0
948864,190001953512,2019,Altos,PI,33,M,1,1,,,Altos,,,,,
948993,190001953641,2019,Altos,PI,33,F,1,1,,,Altos,401.9,421.0,365.4,393.7,320.0
949018,190001953666,2019,Altos,PI,23,F,1,1,,,Altos,531.1,539.9,548.6,446.6,600.0
949030,190001953678,2019,Altos,PI,19,F,1,1,,,Altos,506.8,443.5,435.1,570.2,500.0
949058,190001953706,2019,Altos,PI,21,M,1,1,,,Altos,,355.9,421.1,,0.0
949186,190001953834,2019,Altos,PI,59,M,1,1,,,Altos,,,,,
949360,190001954008,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,460.3,465.5,517.4,509.5,560.0
949620,190001954268,2019,Altos,PI,20,M,1,1,,,Altos,,,,,
949688,190001954336,2019,Altos,PI,20,F,1,1,,,Altos,,,,,
949779,190001954427,2019,Altos,PI,21,M,1,1,,,Altos,462.4,474.0,497.7,438.2,580.0
949844,190001954492,2019,Altos,PI,21,F,1,1,,,Altos,425.9,410.8,481.9,364.6,580.0
952497,190001957145,2019,Altos,PI,22,F,1,1,,,Altos,386.2,465.9,517.9,366.2,320.0
952535,190001957183,2019,Altos,PI,17,M,2,2,,,Altos,480.3,496.8,505.0,480.3,620.0
952674,190001957322,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,377.9,504.3,469.5,416.6,580.0
952734,190001957382,2019,Altos,PI,28,F,1,1,,,Altos,,,,,
952745,190001957393,2019,Altos,PI,21,M,1,1,,,Altos,523.2,511.9,539.4,495.7,600.0
952778,190001957426,2019,Altos,PI,29,F,1,1,,,Altos,505.5,534.8,546.7,419.7,600.0
952804,190001957452,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,457.0,430.1,468.3,397.4,500.0
952910,190001957558,2019,Altos,PI,45,F,1,1,,,Altos,388.6,505.7,472.2,486.6,540.0
953320,190001957968,2019,Altos,PI,21,F,1,1,,,Altos,,372.8,417.9,,500.0
953321,190001957969,2019,Altos,PI,28,M,1,1,,,Altos,346.2,483.4,356.9,495.6,200.0
953500,190001958148,2019,Altos,PI,22,F,2,2,Altos,2.0,Altos,393.1,435.5,368.4,467.3,380.0
953504,190001958152,2019,Altos,PI,19,F,1,1,,,Altos,522.5,550.0,543.2,572.4,740.0
953555,190001958203,2019,Altos,PI,20,M,2,2,Altos,2.0,Altos,442.7,336.2,429.7,434.3,600.0
956240,190001960888,2019,Altos,PI,18,M,1,1,,,Altos,543.2,573.1,564.5,648.0,620.0
956270,190001960918,2019,Altos,PI,33,F,1,1,,,Altos,428.3,460.4,497.8,470.5,560.0
956280,190001960928,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,496.9,473.1,501.1,460.9,540.0
956307,190001960955,2019,Altos,PI,22,F,1,1,,,Altos,419.7,477.1,478.8,541.9,720.0
956441,190001961089,2019,Altos,PI,16,F,3,1,,,Altos,497.9,496.3,577.9,534.2,680.0
956444,190001961092,2019,Altos,PI,28,F,1,1,,,Altos,349.8,488.3,484.8,390.3,560.0
956461,190001961109,2019,Altos,PI,25,M,1,1,,,Altos,455.9,486.7,478.4,584.6,280.0
956490,190001961138,2019,Altos,PI,50,F,1,1,,,Altos,470.6,545.6,507.2,377.9,760.0
956641,190001961289,2019,Altos,PI,27,M,1,1,,,Altos,543.0,622.0,541.8,601.0,660.0
956670,190001961318,2019,Altos,PI,20,F,1,1,,,Altos,446.6,547.7,517.2,543.0,600.0
956692,190001961340,2019,Altos,PI,17,F,2,2,Teresina,2.0,Altos,493.2,554.2,561.3,593.8,640.0
957115,190001961763,2019,Altos,PI,18,F,2,2,Altos,2.0,Altos,483.2,544.7,568.8,574.9,540.0
957270,190001961918,2019,Altos,PI,19,F,1,1,,,Altos,720.1,661.5,629.7,895.9,920.0
959899,190001964547,2019,Altos,PI,16,M,3,1,,,Altos,483.0,382.0,445.9,435.7,280.0
959995,190001964643,2019,Altos,PI,18,F,1,1,,,Altos,517.8,533.3,550.6,511.5,600.0
960006,190001964654,2019,Altos,PI,19,F,1,1,,,Altos,409.0,448.0,442.6,451.6,500.0
960171,190001964819,2019,Altos,PI,22,F,1,1,,,Altos,,495.0,453.7,,480.0
960456,190001965104,2019,Altos,PI,18,F,2,3,,,Altos,562.5,603.1,617.6,634.7,880.0
960482,190001965130,2019,Altos,PI,17,M,3,1,,,Altos,497.4,557.6,532.6,592.6,560.0
960488,190001965136,2019,Altos,PI,21,F,1,1,,,Altos,,,,,
960506,190001965154,2019,Altos,PI,20,F,1,1,,,Altos,436.5,404.6,422.0,503.1,520.0
960511,190001965159,2019,Altos,PI,20,F,1,1,,,Altos,401.9,573.1,566.5,403.1,620.0
960758,190001965406,2019,Altos,PI,17,F,2,2,Altos,2.0,Altos,353.5,403.1,472.0,433.8,280.0
960766,190001965414,2019,Altos,PI,19,F,1,1,,,Altos,424.7,478.9,451.3,447.8,300.0
960776,190001965424,2019,Altos,PI,18,M,2,2,,,Altos,454.7,343.1,446.4,423.5,360.0
960779,190001965427,2019,Altos,PI,24,F,1,1,,,Altos,442.0,537.1,529.9,459.4,540.0
2069909,190003074571,2019,Altos,PI,19,M,1,1,,,Altos,458.9,495.6,538.2,470.2,660.0
2069950,190003074612,2019,Altos,PI,18,M,1,1,,,Altos,442.1,537.2,543.1,583.3,580.0
2070267,190003074929,2019,Altos,PI,18,M,2,2,Altos,2.0,Altos,522.5,573.0,533.1,631.4,440.0
2070345,190003075007,2019,Altos,PI,19,F,1,1,,,Altos,390.0,451.4,506.8,422.5,560.0
