,NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_ESC,TP_DEPENDENCIA_ADM_ESC,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1352663,170005629256,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,399.8,495.9,518.6,548.7,740.0
1357241,170003916438,2017,Altos,PI,20.0,M,1,1,,,Altos,,,,,
1360553,170003939798,2017,Altos,PI,31.0,M,1,1,,,Altos,506.9,517.7,435.7,483.3,580.0
1367150,170000588183,2017,Altos,PI,32.0,F,1,1,,,Altos,508.9,561.6,491.6,372.8,500.0
1370292,170003925279,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,521.1,520.8,574.5,626.6,760.0
1373990,170003931391,2017,Altos,PI,28.0,F,1,1,,,Altos,420.5,450.7,478.7,409.8,460.0
1387408,170000601775,2017,Altos,PI,20.0,F,1,1,,,Altos,507.6,391.9,426.2,510.3,360.0
1392900,170005646395,2017,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,464.8,469.3,384.8,665.5,700.0
1396314,170003950175,2017,Altos,PI,29.0,M,1,1,,,Altos,,,,,
1399087,170003931816,2017,Altos,PI,21.0,M,1,1,,,Altos,558.4,460.9,468.2,408.0,560.0
1405427,170005607217,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,419.2,433.9,403.5,383.2,400.0
1409960,170003934349,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,574.9,622.6,487.2,437.9,700.0
1413580,170000570651,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,491.9,455.9,496.8,494.2,680.0
1426391,170000587953,2017,Altos,PI,19.0,F,1,1,,,Altos,512.1,442.3,529.0,472.3,520.0
1427715,170000576151,2017,Altos,PI,35.0,F,1,1,,,Altos,,,,,
1431379,170005628376,2017,Altos,PI,34.0,F,3,1,,,Altos,,,,,
1431456,170000588814,2017,Altos,PI,39.0,M,2,2,Altos,2.0,Altos,,,,,
1433958,170003933324,2017,Altos,PI,32.0,F,1,1,,,Altos,533.8,440.6,469.6,415.2,400.0
1438604,170000586533,2017,Altos,PI,17.0,F,2,3,Altos,4.0,Altos,548.3,574.0,545.4,530.5,620.0
1442975,170002281452,2017,Altos,PI,22.0,F,1,1,,,Altos,,,,,
1445701,170003922630,2017,Altos,PI,19.0,F,1,1,,,Altos,445.3,503.6,522.5,480.4,540.0
1445836,170005625435,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,462.6,474.1,505.6,411.7,460.0
1446232,170000599579,2017,Altos,PI,15.0,M,3,1,,,Altos,546.3,574.8,533.6,575.7,580.0
1447656,170002271885,2017,Altos,PI,19.0,F,1,1,,,Altos,396.6,444.1,476.9,400.2,460.0
1448528,170000567771,2017,Altos,PI,22.0,M,1,1,,,Altos,555.4,396.1,320.1,415.7,460.0
1450486,170002273834,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,482.8,427.9,471.9,415.7,520.0
1453965,170003634889,2017,Altos,PI,36.0,F,1,1,,,Altos,,,,,
1456002,170001987769,2017,Altos,PI,24.0,F,1,1,,,Altos,543.9,417.7,402.8,397.1,360.0
1461851,170003636005,2017,Altos,PI,21.0,F,1,1,,,Altos,522.7,496.3,556.6,524.6,600.0
1462771,170003625294,2017,Altos,PI,25.0,F,1,1,,,Altos,,,,,
1462791,170005334742,2017,Altos,PI,26.0,F,1,1,,,Altos,401.1,404.2,442.2,465.6,420.0
1472243,170000303790,2017,Altos,PI,16.0,F,3,1,,,Altos,423.1,464.8,461.9,496.4,420.0
1474352,170001994974,2017,Altos,PI,22.0,M,1,1,,,Altos,522.8,586.6,497.5,626.9,540.0
1475229,170001991964,2017,Altos,PI,26.0,F,1,1,,,Altos,,,,,
1476612,170001982899,2017,Altos,PI,21.0,M,1,1,,,Altos,633.6,642.4,597.2,670.2,840.0
1477191,170001986004,2017,Altos,PI,18.0,F,3,1,,,Altos,422.5,511.1,394.5,467.3,320.0
1477612,170001976782,2017,Altos,PI,18.0,F,1,1,,,Altos,519.9,504.8,423.5,426.4,560.0
1481376,170003636380,2017,Altos,PI,18.0,F,1,1,,,Altos,525.3,616.3,466.1,574.8,780.0
1482274,170005336298,2017,Altos,PI,20.0,M,1,1,,,Altos,429.7,474.0,482.6,584.9,620.0
1484522,170005332255,2017,Altos,PI,20.0,F,1,1,,,Altos,433.2,548.9,508.9,574.9,580.0
1487304,170005351174,2017,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,441.0,442.2,406.9,454.0,360.0
1490043,170005345267,2017,Altos,PI,18.0,F,1,1,,,Altos,390.4,419.2,500.7,438.1,580.0
1490815,170003623502,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,456.6,454.4,385.4,511.0,500.0
1496961,170003645583,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,512.6,604.0,548.5,550.8,440.0
1497107,170005339628,2017,Altos,PI,20.0,F,1,1,,,Altos,430.7,526.3,532.9,461.6,540.0
1499641,170005333712,2017,Altos,PI,28.0,M,1,1,,,Altos,503.1,501.8,489.3,434.3,520.0
1505392,170000328907,2017,Altos,PI,23.0,M,1,1,,,Altos,,,,,
1520273,170000332705,2017,Altos,PI,23.0,F,1,1,,,Altos,,,,,
1533870,170003656325,2017,Altos,PI,30.0,M,1,1,,,Altos,541.9,527.0,505.7,496.3,0.0
1535376,170003656927,2017,Altos,PI,23.0,F,1,1,,,Altos,441.7,527.8,515.0,559.8,380.0
1539708,170002006608,2017,Altos,PI,20.0,F,1,1,,,Altos,463.1,514.2,522.8,572.5,520.0
1542146,170003664888,2017,Altos,PI,20.0,M,1,1,,,Altos,520.2,595.5,575.6,545.9,540.0
1547628,170003669255,2017,Altos,PI,18.0,M,3,1,,,Altos,504.0,427.6,445.7,498.5,320.0
1547834,170003668127,2017,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,398.9,569.9,549.1,640.9,480.0
1548350,170003668439,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,443.2,506.0,445.3,486.8,520.0
1548971,170005356265,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,517.4,519.4,501.8,472.5,640.0
1549785,170005365533,2017,Altos,PI,21.0,M,1,1,,,Altos,572.4,554.3,476.7,445.4,520.0
1551178,170003669278,2017,Altos,PI,38.0,F,2,2,Altos,2.0,Altos,495.1,489.4,482.9,469.1,0.0
1551651,170002005869,2017,Altos,PI,19.0,F,1,1,,,Teresina,,,,,
1553385,170002006103,2017,Altos,PI,20.0,F,1,1,,,Altos,452.7,411.9,438.9,501.3,360.0
1554929,170002018985,2017,Altos,PI,20.0,F,1,1,,,Altos,412.6,418.8,441.9,382.5,260.0
1555382,170002002086,2017,Altos,PI,19.0,M,1,1,,,Altos,501.4,542.6,470.0,423.9,560.0
1557003,170002010215,2017,Altos,PI,22.0,F,1,1,,,Altos,424.3,552.7,485.8,510.0,640.0
1562787,170003681330,2017,Altos,PI,26.0,F,1,1,,,Altos,,,,,
1566946,170003681909,2017,Altos,PI,21.0,F,1,1,,,Altos,385.5,509.2,434.8,464.4,400.0
1568331,170005362564,2017,Altos,PI,26.0,M,1,1,,,Altos,451.9,468.4,547.7,563.6,520.0
1570430,170003690699,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,533.2,446.9,350.2,356.3,400.0
1572743,170003686245,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,443.8,586.8,472.0,519.4,620.0
1578215,170005356479,2017,Altos,PI,19.0,M,1,1,,,Altos,605.9,589.0,556.2,540.4,680.0
1578614,170003692747,2017,Altos,PI,17.0,M,2,3,Altos,4.0,Altos,591.6,484.0,544.0,539.8,540.0
1582275,170005372035,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,559.1,525.8,535.6,482.2,480.0
1592212,170003685308,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,508.0,546.0,503.2,393.6,600.0
1592315,170003689866,2017,Altos,PI,21.0,F,1,1,,,Altos,509.4,573.3,559.3,410.6,600.0
1597414,170003675088,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,412.6,482.1,525.1,640.6,540.0
1603212,170002022835,2017,Altos,PI,32.0,M,1,1,,,Altos,,,,,
1603618,170002022847,2017,Altos,PI,19.0,F,1,1,,,Altos,442.0,447.2,442.1,416.4,280.0
1607919,170005372714,2017,Altos,PI,16.0,M,3,1,,,Altos,578.2,587.6,590.9,543.1,440.0
1607929,170005372720,2017,Altos,PI,25.0,M,1,1,,,Teresina,533.3,433.1,443.1,367.7,500.0
1611865,170003666865,2017,Altos,PI,15.0,F,3,1,,,Altos,515.6,459.8,487.0,421.5,540.0
1612089,170005391272,2017,Altos,PI,22.0,F,1,1,,,Altos,502.0,507.1,503.3,398.1,500.0
1613266,170005391129,2017,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,493.2,418.8,430.1,500.4,540.0
1613787,170005386768,2017,Altos,PI,20.0,F,1,1,,,Altos,,,,,
1620236,170003669491,2017,Altos,PI,24.0,F,1,1,,,Altos,451.7,399.4,485.1,465.0,500.0
1621528,170005360750,2017,Altos,PI,18.0,M,3,1,,,Altos,561.1,441.6,529.3,447.1,480.0
1622637,170005397500,2017,Altos,PI,18.0,F,1,1,,,Altos,604.4,466.2,553.9,507.3,680.0
1625400,170005379453,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,434.2,557.9,490.0,531.3,580.0
1626296,170005379553,2017,Altos,PI,25.0,M,1,1,,,Altos,,,,,
1628742,170005373654,2017,Altos,PI,20.0,F,1,1,,,Altos,468.4,367.4,448.7,526.5,380.0
1629975,170005403757,2017,Altos,PI,23.0,F,1,1,,,Altos,,,,,
1634989,170005397798,2017,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,,,,,
1636564,170005380956,2017,Altos,PI,21.0,F,2,2,Altos,2.0,Altos,464.5,416.1,418.9,405.9,320.0
1636710,170005385527,2017,Altos,PI,17.0,F,3,1,,,Altos,390.8,456.9,451.5,439.7,400.0
1637849,170005382578,2017,Altos,PI,21.0,M,2,2,Altos,2.0,Altos,392.2,374.3,450.1,396.0,460.0
1642638,170005404543,2017,Altos,PI,23.0,F,1,1,,,Altos,,,,,
1645644,170000351588,2017,Altos,PI,16.0,M,2,2,Altos,2.0,Altos,600.7,606.0,536.5,566.7,680.0
1647643,170005358638,2017,Altos,PI,25.0,M,1,1,,,Altos,,,,,
1649832,170005379942,2017,Altos,PI,20.0,F,1,1,,,Altos,495.9,562.6,539.6,461.6,0.0
1654405,170000360507,2017,Altos,PI,19.0,M,1,1,,,Altos,654.4,725.0,637.4,663.7,940.0
1658326,170000359036,2017,Altos,PI,27.0,M,1,1,,,Altos,494.6,524.5,363.0,535.5,400.0
1662788,170000346285,2017,Altos,PI,23.0,F,1,1,,,Altos,434.1,514.3,453.5,451.9,320.0
1667234,170003705272,2017,Altos,PI,16.0,F,3,1,,,Altos,430.2,440.2,517.3,459.4,540.0
1669795,170002026771,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,403.4,396.5,415.2,456.2,440.0
1669819,170000358986,2017,Altos,PI,20.0,M,1,1,,,Teresina,557.7,564.7,546.2,585.3,440.0
1670726,170002046270,2017,Altos,PI,25.0,F,1,1,,,Altos,,,,,
1698875,170003703936,2017,Altos,PI,18.0,F,1,1,,,Altos,479.6,575.7,518.9,516.6,580.0
1701949,170003717074,2017,Altos,PI,17.0,F,3,1,,,Altos,451.8,543.3,338.9,541.1,600.0
1705831,170003704976,2017,Altos,PI,19.0,F,1,1,,,Altos,500.7,486.6,522.3,580.7,600.0
1711872,170003714517,2017,Altos,PI,18.0,M,2,3,Altos,4.0,Altos,505.6,584.2,498.5,498.8,700.0
1714449,170003717718,2017,Altos,PI,21.0,F,1,1,,,Altos,,,,,
1731130,170005428238,2017,Altos,PI,20.0,M,1,1,,,Altos,496.9,372.3,527.7,588.7,780.0
1734918,170000385741,2017,Altos,PI,21.0,F,1,1,,,Altos,500.9,425.8,528.5,548.1,640.0
1742626,170000376373,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,409.8,504.6,414.4,439.7,420.0
1778064,170005424642,2017,Altos,PI,18.0,F,1,1,,,Altos,473.2,497.8,487.9,438.0,840.0
1788754,170000403470,2017,Altos,PI,20.0,M,1,1,,,Altos,423.5,370.5,409.0,399.0,440.0
1789271,170000399523,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,583.8,630.8,563.3,472.8,640.0
1791513,170000414792,2017,Altos,PI,20.0,F,1,1,,,Altos,,,,,
1795594,170000393336,2017,Altos,PI,19.0,F,1,1,,,Altos,495.4,580.1,568.9,404.3,520.0
1799389,170000404841,2017,Altos,PI,18.0,M,3,1,,,Altos,413.1,407.4,440.1,394.6,0.0
1800669,170002070753,2017,Altos,PI,21.0,F,1,1,,,Altos,403.0,472.5,362.1,414.4,280.0
1803916,170002065450,2017,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,421.7,408.8,384.6,388.0,0.0
1809706,170002053569,2017,Altos,PI,22.0,F,1,1,,,Altos,,,,,
1811887,170003735440,2017,Altos,PI,21.0,F,1,1,,,Altos,,,,,
1812351,170003733024,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,427.2,459.2,508.5,530.8,620.0
1814574,170003731490,2017,Altos,PI,20.0,F,1,1,,,Altos,564.0,560.9,521.9,516.7,560.0
1815728,170005442175,2017,Altos,PI,24.0,M,1,1,,,Altos,423.7,573.7,462.6,457.4,500.0
1820739,170002049038,2017,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,509.9,437.4,420.2,393.1,0.0
1821859,170002070719,2017,Altos,PI,22.0,F,1,1,,,Altos,,,,,
1822528,170002049256,2017,Altos,PI,17.0,M,2,2,Teresina,1.0,Altos,551.0,478.7,444.9,531.9,760.0
1825119,170002049579,2017,Altos,PI,17.0,M,3,1,,,Altos,377.6,348.5,364.5,399.6,440.0
1830300,170000395386,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,512.4,527.8,538.0,577.1,640.0
1838339,170003737318,2017,Altos,PI,23.0,F,1,1,,,Altos,502.6,469.2,561.5,449.6,640.0
1842982,170003740295,2017,Altos,PI,41.0,M,1,1,,,Altos,519.7,592.3,446.2,562.2,440.0
1843378,170005433486,2017,Altos,PI,23.0,F,2,2,Altos,2.0,Altos,,,,,
1854906,170002087414,2017,Altos,PI,21.0,M,1,1,,,Altos,,,,,
1857720,170002085654,2017,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,565.8,636.2,487.1,392.5,560.0
1861895,170002094960,2017,Altos,PI,25.0,M,1,1,,,Altos,,,,,
1863036,170002078087,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,473.4,408.6,437.9,440.4,300.0
1872925,170003723908,2017,Altos,PI,21.0,M,1,1,,,Altos,609.7,501.6,458.1,393.2,540.0
1877971,170005440279,2017,Altos,PI,21.0,F,1,1,,,Altos,,,,,
1880970,170003743032,2017,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,396.9,411.2,478.8,484.6,520.0
1900271,170000425419,2017,Altos,PI,27.0,F,1,1,,,Altos,547.9,466.1,488.7,448.8,600.0
1916715,170005457343,2017,Altos,PI,27.0,M,1,1,,,Altos,580.0,546.6,583.3,492.3,580.0
1922016,170003778320,2017,Altos,PI,19.0,M,1,1,,,Altos,551.3,581.8,504.1,683.6,680.0
1924964,170000440065,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,463.9,518.1,536.0,447.9,520.0
1925285,170000419987,2017,Altos,PI,23.0,F,1,1,,,Altos,478.0,517.5,545.9,466.1,540.0
1931365,170003755485,2017,Altos,PI,22.0,F,1,1,,,Altos,,,,,
1936092,170005458047,2017,Altos,PI,20.0,M,1,1,,,Altos,411.7,504.0,481.2,452.0,380.0
1940054,170003761930,2017,Altos,PI,22.0,F,1,1,,,Altos,,,,,
1944899,170003748671,2017,Altos,PI,19.0,M,1,1,,,Altos,563.5,560.2,536.6,457.7,520.0
1946143,170005474074,2017,Altos,PI,29.0,F,1,1,,,Altos,,583.0,538.9,,320.0
1950313,170003771754,2017,Altos,PI,27.0,F,1,1,,,Altos,512.5,519.0,486.1,490.7,520.0
1950418,170005482192,2017,Altos,PI,25.0,M,1,1,,,Altos,,,,,
1954032,170005477776,2017,Altos,PI,18.0,F,1,1,,,Altos,392.1,434.7,454.9,384.1,600.0
1958584,170005454035,2017,Altos,PI,25.0,M,1,1,,,Altos,508.4,435.2,500.2,444.1,460.0
1963588,170003779267,2017,Altos,PI,15.0,F,3,1,,,Altos,578.8,535.2,508.1,441.7,620.0
1972672,170003785598,2017,Altos,PI,28.0,M,1,1,,,Altos,,,,,
1975092,170003785616,2017,Altos,PI,17.0,M,1,1,,,Altos,589.0,599.2,580.7,715.9,620.0
1977670,170005463231,2017,Altos,PI,20.0,F,1,1,,,Altos,599.6,674.9,589.2,541.8,660.0
1979324,170005457138,2017,Altos,PI,19.0,M,1,1,,,Altos,,,,,
1980215,170002101648,2017,Altos,PI,22.0,M,1,1,,,Altos,527.7,530.3,510.4,604.3,520.0
1984958,170002101994,2017,Altos,PI,31.0,M,1,1,,,Altos,,,,,
1988666,170000440906,2017,Altos,PI,20.0,M,1,1,,,Altos,,506.1,467.8,,460.0
1989844,170000419470,2017,Altos,PI,15.0,F,3,1,,,Altos,630.3,588.7,585.9,640.2,820.0
1991501,170002108599,2017,Altos,PI,21.0,F,1,1,,,Altos,508.6,404.5,500.8,506.4,480.0
1994400,170000419839,2017,Altos,PI,19.0,M,1,1,,,Altos,,,,,
1994553,170002105755,2017,Altos,PI,28.0,M,1,1,,,Altos,,,,,
1999095,170000448755,2017,Altos,PI,25.0,M,1,1,,,Altos,574.2,574.5,524.2,443.5,360.0
2000260,170002100069,2017,Altos,PI,31.0,M,1,1,,,Altos,,,,,
2004301,170002109722,2017,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,495.5,457.9,472.6,465.1,580.0
2010644,170000459437,2017,Altos,PI,19.0,M,3,1,,,Altos,549.0,575.5,533.5,440.9,360.0
2021430,170003773288,2017,Altos,PI,19.0,F,1,1,,,Altos,437.4,506.8,520.6,401.8,560.0
2023871,170005486399,2017,Altos,PI,30.0,F,1,1,,,Altos,523.4,467.8,496.1,359.1,520.0
2026492,170005492715,2017,Altos,PI,36.0,M,1,1,,,Altos,438.8,482.4,502.4,363.9,460.0
2026833,170005480526,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,499.4,588.9,537.4,649.5,720.0
2031696,170003773939,2017,Altos,PI,22.0,M,1,1,,,Altos,528.6,623.6,545.7,478.5,480.0
2032532,170000461026,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,561.9,694.0,571.2,630.6,760.0
2035462,170002143774,2017,Altos,PI,20.0,F,1,1,,,Altos,464.0,516.4,459.5,476.7,620.0
2036283,170000453642,2017,Altos,PI,22.0,M,1,1,,,Altos,593.5,594.7,519.4,402.8,660.0
2038207,170002126425,2017,Altos,PI,21.0,F,1,1,,,Altos,,,,,
2044438,170000459906,2017,Altos,PI,24.0,M,2,2,Altos,2.0,Altos,494.2,430.1,342.5,530.3,280.0
2047315,170002132940,2017,Altos,PI,22.0,M,1,1,,,Altos,,,,,
2048034,170000459968,2017,Altos,PI,21.0,M,1,1,,,Altos,509.8,398.4,453.1,414.4,580.0
2051653,170005499445,2017,Altos,PI,25.0,F,1,1,,,Altos,,,,,
2052107,170005493359,2017,Altos,PI,19.0,F,2,2,Altos,2.0,Altos,483.8,447.8,378.6,426.6,260.0
2052195,170005499486,2017,Altos,PI,50.0,F,1,1,,,Altos,,,,,
2061963,170000459859,2017,Altos,PI,18.0,F,1,1,,,Altos,450.6,395.8,403.8,399.8,440.0
2063112,170002138702,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,426.7,474.1,416.4,369.4,520.0
2065449,170002129698,2017,Altos,PI,22.0,M,1,1,,,Altos,454.4,355.7,487.8,451.7,420.0
2066513,170002132823,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,460.7,450.6,439.7,503.8,0.0
2068136,170002145188,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,500.5,600.1,516.7,545.5,760.0
2069919,170003771850,2017,Altos,PI,19.0,M,2,2,Altos,2.0,Altos,502.2,488.1,437.7,458.4,480.0
2070549,170003771921,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,591.0,594.8,587.2,548.6,600.0
2075198,170002127128,2017,Altos,PI,23.0,F,1,1,,,Altos,422.7,446.2,375.9,508.3,360.0
2075735,170002127190,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,567.6,559.2,554.4,512.4,280.0
2076064,170003801026,2017,Altos,PI,41.0,F,1,1,,,Altos,541.2,518.8,529.3,461.7,560.0
2080051,170003803146,2017,Altos,PI,50.0,M,1,1,,,Altos,517.0,499.0,452.5,360.7,340.0
2080215,170003801218,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,465.9,382.0,492.9,422.9,580.0
2081461,170003802281,2017,Altos,PI,21.0,M,1,1,,,Altos,535.6,502.2,478.2,456.9,520.0
2081487,170003798345,2017,Altos,PI,28.0,M,1,1,,,Altos,560.7,586.4,533.4,650.8,800.0
2082202,170003809219,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,460.6,446.2,449.6,367.4,560.0
2084535,170003807786,2017,Altos,PI,19.0,M,3,1,,,Altos,,,,,
2084933,170002136556,2017,Altos,PI,19.0,F,1,1,,,Altos,531.2,578.3,537.0,557.7,600.0
2087445,170003793990,2017,Altos,PI,34.0,M,1,1,,,Altos,451.9,526.3,464.3,376.9,500.0
2087487,170003795507,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,,,,,
2089395,170003806379,2017,Altos,PI,16.0,F,3,1,,,Altos,539.5,439.1,495.9,502.4,480.0
2094637,170002139922,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,,,,,
2095576,170003798963,2017,Altos,PI,19.0,F,1,1,,,Altos,439.7,467.0,481.7,426.3,480.0
2103586,170000448157,2017,Altos,PI,18.0,M,1,1,,,Altos,405.1,396.1,433.6,598.3,360.0
2105716,170002131159,2017,Altos,PI,25.0,F,1,1,,,Altos,465.8,459.3,399.1,404.6,420.0
2111494,170000474873,2017,Altos,PI,18.0,M,1,1,,,Altos,515.6,427.4,486.0,406.9,360.0
2111964,170000469095,2017,Altos,PI,19.0,M,1,1,,,Altos,515.6,477.6,456.9,515.2,440.0
2113933,170002149920,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,395.2,436.7,390.6,373.8,460.0
2118221,170002162427,2017,Altos,PI,21.0,F,1,1,,,Altos,503.1,557.9,493.6,497.5,540.0
2118777,170000480011,2017,Altos,PI,17.0,M,3,1,,,Altos,398.0,387.2,450.5,421.8,400.0
2120505,170000475436,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,457.2,561.9,524.2,590.1,600.0
2122414,170000477257,2017,Altos,PI,17.0,F,3,1,,,Altos,492.8,422.3,375.1,408.4,520.0
2125191,170002170493,2017,Altos,PI,16.0,F,3,1,,,Altos,499.6,473.1,410.2,498.7,560.0
2125226,170000468351,2017,Altos,PI,27.0,F,1,1,,,Altos,,373.3,448.1,,0.0
2127516,170005516300,2017,Altos,PI,24.0,F,1,1,,,Altos,649.9,638.8,598.6,566.2,740.0
2129449,170005511235,2017,Altos,PI,17.0,F,3,1,,,Altos,463.0,464.6,470.9,575.3,460.0
2130669,170003829026,2017,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,511.1,408.4,446.2,526.9,440.0
2134830,170000470521,2017,Altos,PI,18.0,M,2,2,Altos,2.0,Altos,425.1,469.2,485.1,488.2,440.0
2136503,170000467487,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,518.8,528.4,444.3,465.0,580.0
2137595,170000470665,2017,Altos,PI,22.0,F,1,1,,,Altos,,,,,
2139514,170002169164,2017,Altos,PI,18.0,M,1,1,,,Altos,,,,,
2141099,170000487373,2017,Altos,PI,20.0,M,1,1,,,Altos,556.8,688.8,569.0,578.2,780.0
2142231,170000490254,2017,Altos,PI,21.0,F,1,1,,,Altos,418.2,435.8,403.0,555.9,520.0
2142736,170005511287,2017,Altos,PI,22.0,M,1,1,,,Altos,533.7,577.4,562.2,562.3,0.0
2143042,170003813462,2017,Altos,PI,29.0,F,1,1,,,Altos,,,,,
2147243,170002148476,2017,Altos,PI,22.0,F,1,1,,,Altos,453.3,419.8,387.0,423.3,520.0
2151962,170002170446,2017,Altos,PI,16.0,F,3,1,,,Altos,507.0,430.9,440.1,480.6,420.0
2153153,170002152045,2017,Altos,PI,20.0,F,1,1,,,Altos,,,,,
2156101,170002164721,2017,Altos,PI,16.0,M,2,2,Altos,2.0,Altos,539.2,518.2,517.8,478.9,540.0
2156242,170000469362,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,553.8,585.0,593.3,386.6,580.0
2156761,170000469422,2017,Altos,PI,20.0,M,1,1,,,Altos,515.2,577.9,473.0,494.1,620.0
2158094,170002171043,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,460.4,450.5,391.9,441.4,540.0
2161158,170000472902,2017,Altos,PI,17.0,M,2,2,Altos,2.0,Altos,427.4,446.0,459.6,371.2,0.0
2162313,170002156031,2017,Altos,PI,20.0,F,1,1,,,Altos,523.0,382.4,404.1,437.5,520.0
2162315,170002156038,2017,Altos,PI,31.0,F,2,2,Altos,2.0,Altos,399.0,375.6,402.4,356.6,0.0
2166235,170005519741,2017,Altos,PI,23.0,M,1,1,,,Altos,493.0,376.8,367.4,489.4,480.0
2166420,170003816528,2017,Altos,PI,18.0,F,2,2,Altos,2.0,Altos,495.7,540.5,554.0,513.7,400.0
2166614,170005519803,2017,Altos,PI,24.0,F,1,1,,,Altos,447.6,514.4,426.1,518.2,560.0
2171100,170005507945,2017,Altos,PI,22.0,M,1,1,,,Altos,510.1,528.7,483.2,513.6,520.0
2171690,170005517224,2017,Altos,PI,18.0,F,1,1,,,Altos,391.2,424.1,479.1,408.7,460.0
2173521,170005514774,2017,Altos,PI,22.0,M,1,1,,,Altos,489.2,510.0,557.4,428.3,600.0
2173751,170005517423,2017,Altos,PI,23.0,F,1,1,,,Altos,,,,,
2183264,170003793655,2017,Altos,PI,19.0,M,1,1,,,Altos,492.7,364.2,389.3,524.7,0.0
2187794,170003830954,2017,Altos,PI,18.0,F,1,1,,,Altos,454.8,453.1,425.7,395.1,280.0
2188399,170003836878,2017,Altos,PI,18.0,F,1,1,,,Altos,,,,,
2188859,170005546750,2017,Altos,PI,17.0,F,2,2,Altos,2.0,Altos,417.5,543.0,538.9,478.4,0.0
2197424,170005534911,2017,Altos,PI,35.0,M,1,1,,,Altos,,,,,
2199395,170005535001,2017,Altos,PI,20.0,F,1,1,,,Altos,446.1,474.4,515.0,351.8,340.0
2202807,170003840737,2017,Altos,PI,14.0,M,4,1,,,Altos,602.6,471.4,472.1,417.7,440.0
2203163,170005532152,2017,Altos,PI,20.0,M,2,2,Altos,2.0,Altos,452.4,520.9,408.2,426.0,280.0
2204325,170005550657,2017,Altos,PI,17.0,F,2,3,Altos,4.0,Altos,563.6,603.4,585.2,519.7,720.0
2208889,170000501627,2017,Altos,PI,21.0,M,1,1,,,Altos,505.4,582.4,573.5,464.9,540.0
2211722,170002187031,2017,Altos,PI,20.0,F,1,1,,,Altos,467.1,469.3,525.3,508.0,640.0
